D30_M1234_CD4512_Slamf6_S29	D30_M1234_CD451_Slamf6_S26	D30_M567_CD4512_Slamf6_S35	D30_M567_CD451_Slamf6_S32	D30_M1234_CD4512_CX3CR6Neg_S31	D30_M1234_CD451_CX3CR6Neg_S28	D30_M567_CD4512_CX3CR6Neg_S24	D30_M567_CD451_CX3CR6Neg_S34
384.9402288916281	433.9201162378717	337.9770226727768	421.62967296445595	385.8129977667673	409.4675332059042	1103.7372032384042	239.17657950649874
412.48914275814695	395.5998981805012	314.7825211168019	315.88113039246457	639.7317846690815	294.8840259713302	0.9466013749900549	471.2489041761708
1757.1739655401207	2181.998298796155	2017.9216353698143	2086.3164076461267	2362.431681674182	1369.9469320839512	1695.3630626071883	3651.5869861289216
547.2554511321986	694.2721859805947	596.4300400107826	741.6042953274492	455.79768108259947	510.570627824646	97.49994162397566	695.0329315362117
169.7608746369269	339.24663633142694	86.15100577933526	127.58049974814445	165.0920734629888	192.9384055640989	0	104.19573760679154
186.14130990891107	84.52989277361137	210.40726411491497	229.23555034960714	247.63811019448318	166.82010612092392	281.1406083720463	130.2446720084894
14.891304792712885	10.143587132833364	19.88100133369275	13.644973235095662	2.6917185890704696	35.386083116559625	0	7.104254836826695
1.4891304792712885	0	0	0	5.383437178140939	20.220618923748358	0	0
5.2119566774495105	1.1270652369814849	23.194501555974878	6.140237955793048	126.51077368631206	206.41881817993112	0	69.8585058954625
555.4456687681907	632.283597946613	526.8465353428579	493.2657824487082	562.5691851157281	615.8863513858354	1.8932027499801098	860.7988777288346
107.21739450753277	330.23011443557505	836.6588061262366	222.4130637320593	244.04915207572256	495.40516363183474	0	621.6222982223359
1217.3641668042785	525.212400433372	1048.7228203522927	1221.225104541062	1859.0803055180043	1216.6072385788593	1485.2175573593963	2726.8498148686467
37.22826198178222	1.1270652369814849	4.970250333423188	13.644973235095662	1.7944790593803128	1.6850515769790297	0.9466013749900549	7.104254836826695
0.7445652396356442	0	3.3135002222821255	0.6822486617547832	0	0	0.9466013749900549	0
0	9.016521895851879	0	0	0	1.6850515769790297	0	0
0	5.6353261849074245	0	2.0467459852643493	3.5889581187606256	5.0551547309370894	0	0
49.14130581595252	126.2313065419263	24.85125166711594	65.49587152845918	92.41567155808612	64.87448571369264	307.64544687176783	187.07871070310298
16.380435271984176	23.66836997661118	0	0	0	0	0	0
0	0	3.3135002222821255	11.598227249831313	4.486197648450783	6.740206307916119	0	0
0.7445652396356442	0	0	0.6822486617547832	0	3.3701031539580595	2.839804124970165	0
84.88043731846345	194.98228599779688	4.970250333423188	110.52428320427487	13.458592945352347	0	0	112.48403491642267
1.4891304792712885	0	0	3.4112433087739156	0	0	0	0
123.59782977951696	94.67347990644473	178.92901200323476	125.5337537628801	1039.003375381201	837.4706337585777	624.7569074934363	685.5605917537761
2.978260958542577	1.1270652369814849	0	0	0	0	0	0
0.7445652396356442	2.2541304739629697	0	6.140237955793048	1.7944790593803128	0	0	7.104254836826695
349.2010973891172	572.5491403865943	555.011287232256	513.0509936395969	45.75921601419798	31.17345417411205	0	214.3116875776053
24.57065290797626	57.48032708605573	0	21.83195717615306	16.150311534422816	15.165464192811267	0	0
3.7228261981782214	1.1270652369814849	0	0.6822486617547832	1.7944790593803128	0.8425257884895149	3.7864054999602197	2.3680849456088984
90.09239399591296	54.09913137511128	104.37525700188695	92.10356933689572	68.19020425645189	30.330928385622535	125.89798287367731	28.41701934730678
10.423913354899021	1.1270652369814849	0	1.3644973235095663	18.842030123493284	0.8425257884895149	0.9466013749900549	1.1840424728044492
0.7445652396356442	2.2541304739629697	3.3135002222821255	28.654443793700892	0	14.322938404321752	0	0
2.233695718906933	0	1.6567501111410627	5.457989294038265	0	0.8425257884895149	0.9466013749900549	0
37.97282722141786	0	16.56750111141063	17.056216543869578	8.972395296901565	0	0	0
36.48369674214657	9.016521895851879	99.40500666846376	123.48700777761574	39.47853930636688	0	9.466013749900549	2.3680849456088984
1.4891304792712885	0	0	0	0	12.637886827342722	0	20.128722037675637
233.04892000595666	125.10424130494482	245.19901644887727	282.4509459664802	165.98931299267895	29.48840259713302	0	0
1.4891304792712885	0	3.3135002222821255	0	1.7944790593803128	0	0	0
95.30435067336246	59.7344575600187	31.47825211168019	33.43018442598437	56.52609037047986	77.51237254103536	6.626209624930385	18.944679564871187
0	1.1270652369814849	0	0	0	0	0	1.1840424728044492
14.891304792712885	10.143587132833364	51.35925344537294	6.140237955793048	9.86963482659172	21.06314471223787	0	68.67446342265805
1.4891304792712885	2.2541304739629697	3.3135002222821255	3.4112433087739156	6.280676707831095	5.897680519426604	0.9466013749900549	3.5521274184133476
0	6.76239142188891	0	0	2.6917185890704696	0	0	0
143.70109124967934	42.82847900529642	86.15100577933526	97.56155863093399	18.842030123493284	131.43402300436432	1087.644979863573	68.67446342265805
17.869565751255465	0	1.6567501111410627	0	0	0	0	0
5.2119566774495105	29.303696161518605	8.283750555705314	22.514205837907845	17.94479059380313	48.023969943902344	25.558237124731484	14.20850967365339
0	2.2541304739629697	1.6567501111410627	2.7289946470191326	0.8972395296901564	0.8425257884895149	0	0
20.847826709798042	21.41423950264821	0	22.514205837907845	13.458592945352347	32.85850575109108	0	0
83.39130683919217	13.52478284377782	54.67275366765507	42.98166569055134	52.03989272202907	90.9927851568676	4.7330068749502745	47.36169891217797
686.489150944064	704.415773113428	611.3407910110521	891.0167522517468	742.0170910537594	838.3131595470672	1229.6351861120813	1744.0945624409537
728.9293696032958	802.4704487308172	994.0500666846376	1006.3167760883051	808.4128162508309	491.1925346893872	1463.445725734625	1292.9743803024585
4.467391437813866	21.41423950264821	4.970250333423188	4.0934919705286985	2.6917185890704696	12.637886827342722	0	17.760637092066737
8.190217635992088	6.76239142188891	0	27.289946470191325	10.766874356281878	7.582732096405634	0	13.024467200848942
1130.250033766908	1105.6509974788366	1265.757084911772	1213.0381206000045	1295.613880872586	1207.3394549054747	1346.067155235858	256.9372165985655
699.8913252575056	790.072731124021	1176.2925789101546	876.6895303548963	1014.7779080795669	964.6920278204944	1267.4992411116837	2524.378552019086
104.98369878862584	47.33673995322236	0	83.91658539583833	76.2653600236633	96.89046567629421	2.839804124970165	434.54358751923286
15.63587003234853	5.6353261849074245	69.58350466792463	12.280475911586096	11.664113885972034	0	0	0
0	0	0	0	0	0	0	4.736169891217797
0	0	0	4.0934919705286985	4.486197648450783	0	0	0
312.7174006469706	490.2733780869459	230.28826544860772	386.15274255320725	209.9540499474966	184.51314767920374	87.08732649908505	61.57020858583136
17.869565751255465	0	31.47825211168019	26.60769780843654	5.383437178140939	11.795361038853208	0	35.521274184133475
501.09240627478863	374.185658677853	631.2217923447449	581.2758598150753	375.0461234104854	257.81289127779155	59.63588662437346	548.21166490846
0.7445652396356442	4.5082609479259395	1.6567501111410627	2.7289946470191326	0.8972395296901564	6.740206307916119	2.839804124970165	0
17.12500051161982	0	0	45.71066033757047	17.047551064112973	47.181444155412834	0	0
34.25000102323964	16.905978554722275	11.597250777987439	17.056216543869578	13.458592945352347	9.267783673384663	3.7864054999602197	1.1840424728044492
90.09239399591296	145.39141557061154	192.18301289236328	53.897644278627865	91.51843202839596	110.37087829212645	0	189.44679564871188
22.33695718906933	27.04956568755564	24.85125166711594	38.20592505826786	21.533748712563757	26.11829944317496	0	56.83403869461356
499.60327579551733	599.59870607415	485.4277825643314	626.9865201526457	681.9020425645189	746.4778486017101	0.9466013749900549	716.3456960466918
425.89131707158856	406.87055055031607	372.76877500673913	422.9941702879655	472.8452321467125	379.9791306087712	1152.960474737887	274.6978536906322
34.25000102323964	0	1.6567501111410627	11.598227249831313	1.7944790593803128	0	0	0
546.5108858925629	528.5935961443164	366.1417745621749	573.0888758740178	598.4587663033344	533.3188241138629	1913.081378854901	847.7744105279857
151.89130888567144	116.08771940909294	152.42101022497778	207.40359317345408	139.9693666316644	222.42680816123192	0	226.1521123056498
0	0	0	0.6822486617547832	0	2.5275773654685447	0	0
69.98913252575056	244.57315642498222	309.8122707833787	263.3479834373463	295.1918052680615	239.2773239310222	41.65046049956242	158.6616913557962
196.56522326381008	174.69511173213016	296.5582698942502	359.54504474477073	161.50311534422815	44.65386678994429	0	330.34784991244135
1928.4239706563187	2025.3362308557282	1239.249083133515	1311.964176554448	1021.9558243170882	1336.2459005443704	71.94170449924418	384.813803661446
342.5000102323964	296.41815732613054	434.06852911895845	345.2178228479203	442.33908813724713	355.54588274257526	492.2327149948286	584.9169815653979
26.05978338724755	42.82847900529642	11.597250777987439	36.15917907300351	17.047551064112973	6.740206307916119	1.8932027499801098	16.576594619262288
354.4130540665667	445.19076860768655	251.82601689344153	197.8521119088871	132.79145039414317	248.54510760440687	59.63588662437346	92.35531287874704
683.5108899855214	859.9507758168729	386.0227758958676	562.1728972859413	682.799282094209	517.3108341325621	33.131048124651926	402.57444075351276
27.548913866518838	121.72304559400037	0	32.065687102474804	0	0	0	0
259.1087033932042	148.772611281556	349.5742734507642	448.9196194346473	411.8329441277818	371.55387272387605	3.7864054999602197	535.1871977076111
573.3152345194461	731.4653388009837	528.503285453999	699.3048782986527	366.07372811358385	542.5866077872475	744.0286807421832	415.59890795436166
308.25000920915676	358.4067453601122	107.68875722416908	324.75036299527676	241.3574334866521	342.90799591523256	3.7864054999602197	232.07232466967204
326.1195749604122	199.49054694572283	339.63377278391783	242.198274922948	301.47248197589255	284.773716509456	655.9947528681081	20.128722037675637
28.293479106154482	14.651848080759303	16.56750111141063	13.644973235095662	10.766874356281878	27.80335102015399	0	0
1.4891304792712885	0	8.283750555705314	19.10296252913393	4.486197648450783	16.00798998130078	0	44.99361396656907
49.14130581595252	0	34.791752333962314	112.57102918953922	94.21015061746643	6.740206307916119	0.9466013749900549	338.6361472220725
247.1956595590339	197.23641647175987	334.66352245049467	169.19766811518622	341.8482608119496	107.8433009266579	151.45621999840878	358.76486925974814
317.9293573244201	155.53500270344492	240.2287661154541	174.6556574092245	295.1918052680615	360.60103747351235	0	602.6776186574647
231.5597895266854	144.26435033363006	164.0182610029652	148.04795960078795	185.7285826458624	267.92320073966573	21.771831624771263	274.6978536906322
19.358696230526753	0	39.7620026673855	4.775740632283482	97.79910873622705	57.29175361728701	0	0
576.2934954779887	508.3064218786497	747.1943001246193	566.26638925647	354.4096142276118	191.25335398711988	1273.1788493616239	124.32445964446717
195.07609278453882	160.04326365137086	114.31575766873333	176.70240339448884	205.46785229904583	146.5994871971756	2.839804124970165	233.2563671424765
10.423913354899021	0	24.85125166711594	0	16.150311534422816	10.110309461874179	0	76.9627607322892
24.57065290797626	0	0	51.16864963160874	118.43561791910065	39.5987120590072	0	65.1223360042447
26.804348626883193	9.016521895851879	6.627000444564251	40.2526710435322	43.06749742512751	80.88247569499343	0	42.62552902096017
11.168478594534665	0	0	12.280475911586096	0	0.8425257884895149	0	5.920212364022246
3.7228261981782214	0	1.6567501111410627	0.6822486617547832	2.6917185890704696	0	0	0
81.15761112028522	225.41304739629697	177.27226189209372	101.65505060146269	917.8760388730301	1448.301830413476	2345.6782072253563	1498.9977705704327
8.190217635992088	3.381195710944455	59.64300400107826	0	31.403383539155477	26.11829944317496	0	3.5521274184133476
44.67391437813866	54.09913137511128	87.80775589047633	68.9071148372331	52.937132251719234	59.81933098275555	13.25241924986077	131.42871448129387
360.3695759836518	367.42326725596405	238.57201600431304	328.1616063040507	276.3497751445682	282.2461391439875	468.5676806200772	309.0350854019612
3.7228261981782214	11.270652369814849	0	0	0	0	0	35.521274184133475
63.28804536902977	32.68489187246306	82.83750555705313	42.98166569055134	1.7944790593803128	5.897680519426604	21.771831624771263	0
12.657609073805952	37.193152820389	0	27.289946470191325	8.972395296901565	64.03195992520313	1.8932027499801098	16.576594619262288
64.77717584830106	42.82847900529642	168.9885113363884	50.48640096985395	51.14265319233892	26.960825231664476	0	67.4904209498536
1882.2609257989088	1474.2013299717821	2059.340388148341	1695.387924460636	1490.31485881535	1535.081986627896	2158.2511349773254	1071.5584378880267
1012.6087259044763	587.2009884673536	1464.5670982486995	1450.460654890669	1403.2826244354046	1011.0309461874178	45.43686599952264	1211.2754496789516
14.891304792712885	1.1270652369814849	0	2.7289946470191326	0	29.48840259713302	0	0
0	0	0	0	0	1.6850515769790297	3.7864054999602197	0
229.32609380777845	356.1526148861492	288.2745193385449	360.9095420682803	400.16883024180976	305.8368612216939	1142.5478596129963	578.9967692013756
0.7445652396356442	0	3.3135002222821255	2.7289946470191326	1.7944790593803128	1.6850515769790297	0	74.5946757866803
7.445652396356443	10.143587132833364	9.940500666846376	6.822486617547831	3.5889581187606256	17.693041558279813	13.25241924986077	10.656382255240043
17.12500051161982	10.143587132833364	16.56750111141063	17.73846520562436	6.280676707831095	9.267783673384663	18.932027499801098	21.312764510480086
527.1521896620362	456.46142097750135	478.8007821197671	484.396549845896	716.8943842224351	476.0270704965759	478.03369436997775	1134.3126889466623
11.913043834170308	34.93902234642603	0	10.91597858807653	17.94479059380313	21.905670500727386	0	1.1840424728044492
18.61413099089111	22.541304739629698	38.105252556244444	14.327221896850446	14.355832475042503	11.795361038853208	3.7864054999602197	18.944679564871187
49.14130581595252	31.557826635481575	0	0	0	0	592.5724607437744	52.09786880339577
465.3532747722777	604.1069670220759	748.8510502357603	431.1811542290229	736.6336538756185	628.524238213178	6.626209624930385	207.20743274077861
7.445652396356443	6.76239142188891	9.940500666846376	8.186983941057397	10.766874356281878	7.582732096405634	2.839804124970165	11.840424728044493
7.445652396356443	11.270652369814849	14.910751000269565	10.233729926321747	4.486197648450783	10.952835250363693	1.8932027499801098	3.5521274184133476
237.51631144377052	38.32021805737049	36.44850244510338	210.13258782047322	200.98165465059503	210.63144712237872	302.91243999681757	318.5074251843968
1888.217447715994	2422.063194273211	1376.7593423582232	1353.5813449214897	1453.5280380980535	1575.5232244753927	914.4169282403931	1816.321153282025
7.445652396356443	0	0	0	12.56135341566219	0	0	0
0	2.2541304739629697	1.6567501111410627	0	4.486197648450783	2.5275773654685447	1.8932027499801098	0
0	0	0	0	12.56135341566219	0	0	93.53935535155149
1.4891304792712885	0	8.283750555705314	11.598227249831313	0	0	0	0
2.978260958542577	18.033043791703758	1.6567501111410627	0.6822486617547832	1.7944790593803128	2.5275773654685447	0	1.1840424728044492
18.61413099089111	1.1270652369814849	0	30.018941117210456	0.8972395296901564	69.92964044462973	0	1.1840424728044492
227.0923980888715	360.66087583407517	202.12351355920964	149.41245692429752	262.89118219921585	247.70258181591737	1015.703275364329	400.20635580790383
7.445652396356443	4.5082609479259395	1.6567501111410627	0.6822486617547832	2.6917185890704696	5.897680519426604	3.7864054999602197	1.1840424728044492
5.956521917085154	5.6353261849074245	3.3135002222821255	3.4112433087739156	8.075155767211408	5.897680519426604	1.8932027499801098	3.5521274184133476
119.87500358133873	129.61250225287077	104.37525700188695	46.39290899932525	50.24541366264876	54.76417625181846	108.85915812385632	110.11594997081377
29.038044345790126	6.76239142188891	9.940500666846376	26.60769780843654	41.2730183657472	37.07113469353865	0.9466013749900549	1.1840424728044492
8.190217635992088	15.778913317740788	6.627000444564251	8.186983941057397	14.355832475042503	14.322938404321752	40.70385912457236	8.288297309631144
1.4891304792712885	5.6353261849074245	0	6.822486617547831	2.6917185890704696	10.110309461874179	25.558237124731484	2.3680849456088984
62.54348012939412	50.717935664166816	115.97250777987439	90.05682335163138	68.19020425645189	65.71701150218216	81.40771824914472	55.64999622180911
0	23.66836997661118	0	0	6.280676707831095	27.80335102015399	0	0
5.2119566774495105	2.2541304739629697	0	1.3644973235095663	7.177916237521251	37.91366048202817	4.7330068749502745	0
