gene_name	D30_M1234_CD4512_CX3CR6Neg_S31	D30_M1234_CD4512_Slamf6_S29	D30_M1234_CD451_CX3CR6Neg_S28	D30_M1234_CD451_Slamf6_S26	D30_M567_CD4512_CX3CR6Neg_S24	D30_M567_CD4512_Slamf6_S35	D30_M567_CD451_CX3CR6Neg_S34	D30_M567_CD451_Slamf6_S32
Pcdhgc4	24	116	135	90	0	0	0	95
Pcdhgc5	0	0	0	3	0	0	0	2
Pced1a	131	269	399	142	232	60	84	221
Pced1b	464	603	284	279	807	365	186	450
Pcf11	956	1678	944	756	2058	831	686	1696
Pcgf1	159	240	121	122	363	49	239	400
Pcgf2	80	69	91	42	60	28	92	102
Pcgf3	138	175	420	103	22	59	38	81
Pcgf5	343	465	253	238	741	293	361	435
Pcgf6	284	357	71	377	195	243	223	555
Pcid2	493	629	459	570	0	188	274	602
Pcif1	2186	3283	2007	1577	2419	934	1669	2436
Pck1	5	8	4	4	0	0	0	4
Pck2	180	364	268	169	38	141	204	166
Pclaf	428	169	148	65	3504	182	201	175
Pclo	9	8	6	5	15	4	8	7
Pcm1	401	289	325	261	708	62	163	419
Pcmt1	1424	970	922	794	2460	873	976	1605
Pcmtd1	572	658	850	520	2170	286	200	454
Pcmtd2	420	579	304	477	9	135	34	579
Pcna	1792	2102	1314	1378	1989	786	1529	1848
Pcnp	4308	5041	3546	2475	6730	3229	3723	6345
Pcnt	834	854	774	865	359	207	546	930
Pcnx	448	458	619	219	927	330	152	425
Pcnx2	14	1	0	0	0	0	0	0
Pcnx3	593	775	620	451	1630	119	590	828
Pcnx4	215	213	370	295	651	53	140	276
Pcolce	4	16	1	7	1	3	5	19
Pcolce2	0	8	1	3	0	0	3	3
Pcp2	11	29	4	11	1	11	2	4
Pcsk1	0	71	0	82	0	0	0	43
Pcsk2	29	34	28	26	29	25	9	41
Pcsk4	0	12	0	0	1	0	0	1
Pcsk5	0	2	4	3	3	0	4	2
Pcsk6	1	0	3	4	0	0	0	0
Pcsk7	975	751	1000	273	1790	226	102	897
Pcsk9	5	13	0	18	0	0	0	0
Pctp	153	379	281	185	17	105	33	545
Pcx	8	50	49	7	10	2	9	89
Pcyox1	184	319	145	152	0	149	173	419
Pcyox1l	70	305	156	200	105	138	213	297
Pcyt1a	67	39	155	38	24	76	4	57
Pcyt1b	64	50	31	92	1	0	1	27
Pcyt2	1230	1325	1532	926	20	779	764	2300
Pdap1	123	166	158	214	108	129	112	151
Pdcd1	13654	5953	13391	2410	19589	3117	16987	7787
Pdcd10	1494	1611	1683	1345	2438	1045	1854	1951
Pdcd11	502	813	458	416	2139	322	122	502
Pdcd1lg2	117	213	64	170	0	62	169	401
Pdcd2	683	598	514	390	1227	360	946	783
Pdcd2l	224	193	149	158	0	172	181	423
Pdcd4	11222	12551	6911	7034	16925	8038	8863	15861
Pdcd5	921	1116	987	685	613	613	1431	1328
Pdcd6	1073	1904	989	1444	2613	794	1826	1989
Pdcd6ip	3708	3488	3170	2706	3572	1592	1126	3965
Pdcd7	133	139	159	40	281	111	79	207
Pdcl	492	500	463	579	775	158	40	676
Pdcl3	800	642	641	301	1291	453	1395	971
Pde11a	2	67	1	98	0	31	2	60
Pde12	917	1035	1017	1048	2337	465	398	1243
Pde1a	0	5	1	1	2	0	1	10
Pde1b	115	30	167	79	0	6	221	17
Pde1c	5	53	3	1	0	0	4	1
Pde2a	826	3504	675	2295	14	1378	396	3608
Pde3a	6	8	11	2	10	2	7	15
Pde3b	1046	771	1006	388	2478	447	657	603
Pde4a	52	24	185	65	44	76	404	26
Pde4b	1252	529	1137	298	206	273	1217	328
Pde4c	33	51	6	4	0	1	15	8
Pde4d	563	350	653	145	740	81	195	289
Pde4dip	568	557	341	530	3	171	141	563
Pde5a	32	54	35	35	52	22	13	43
Pde6a	2	1	13	3	0	3	2	2
Pde6b	0	18	64	0	0	17	0	29
Pde6d	282	515	332	208	63	242	362	479
Pde6g	31	18	17	4	7	22	17	15
Pde6h	34	86	69	46	56	31	44	69
Pde7a	1351	1433	1792	932	1066	962	1166	1580
Pde7b	12	9	9	3	23	9	2	19
Pde8a	77	32	15	5	0	0	36	34
Pde8b	1	26	0	18	0	48	0	11
Pdf	117	86	70	133	339	108	80	285
Pdgfa	0	10	0	0	0	0	0	16
Pdgfb	950	361	1115	178	1064	51	1267	203
Pdgfc	6	10	18	5	23	10	3	20
Pdgfra	5	0	2	1	0	6	0	3
Pdgfrl	28	42	12	45	1	8	7	14
Pdha1	1174	1764	875	1156	77	806	418	1744
Pdhb	2228	2914	2549	1886	4335	1439	2960	2939
Pdhx	247	235	290	261	3	188	159	453
Pdia3	11124	8841	10256	5868	10868	5156	9593	12748
Pdia4	3235	3321	2081	1313	8711	2099	1937	4202
Pdia5	1	0	1	0	0	0	0	3
Pdia6	2770	2611	2527	1662	3128	1928	2633	3337
Pdik1l	241	260	200	365	1	53	237	403
Pdk1	519	773	318	291	1230	76	55	912
Pdk2	128	382	150	186	0	246	132	454
Pdk3	619	719	642	501	0	81	731	880
Pdk4	2	9	5	1	4	5	9	7
Pdlim1	104	549	1	281	823	366	0	590
Pdlim2	611	700	612	559	725	166	652	736
Pdlim3	0	0	1	0	0	0	0	1
Pdlim4	17	0	0	0	646	44	0	0
Pdlim5	304	513	471	411	557	108	186	453
Pdlim7	147	222	356	101	0	24	138	179
Pdp1	221	247	165	176	0	10	282	281
Pdp2	846	1131	701	827	63	594	636	1676
Pdpk1	572	672	417	679	395	199	232	956
Pdpr	221	99	236	123	0	36	96	336
Pdrg1	1205	1515	1456	1232	3158	1200	1116	1964
Pds5a	1746	2402	1528	936	1665	1244	788	2661
Pds5b	577	469	499	337	78	279	150	660
Pdss1	87	134	63	168	0	11	289	174
Pdss2	138	122	24	52	0	35	27	253
Pdxdc1	898	818	1081	793	757	240	289	942
Pdxk	329	334	83	278	670	195	171	384
Pdxp	106	112	70	31	0	99	273	171
Pdzd11	565	526	619	429	267	437	686	618
Pdzd2	52	96	97	51	30	59	35	56
Pdzd4	2	22	0	0	251	0	100	18
Pdzd8	182	262	408	172	0	64	93	284
Pdzk1	54	0	0	8	0	0	172	0
Pdzk1ip1	0	6	0	31	0	0	0	13
Pea15a	1396	1604	1046	972	3226	823	897	1979
Peak1	1102	829	2090	690	3217	216	944	892
Pear1	3289	3136	3035	1814	994	1348	2954	4992
Pebp1	1335	2188	1413	1310	4	876	1292	2651
Pecam1	369	2360	64	1247	321	915	195	1727
Pecr	45	75	0	73	385	0	0	189
Peds1	230	452	326	97	433	199	255	321
Pef1	486	531	694	188	1448	144	551	489
Peg12	0	0	0	3	4	0	1	0
Peg3	3	1	4	3	0	2	2	5
Peli1	2458	3409	1841	2421	2111	1244	1732	3293
Peli2	4	2	8	2	0	1	4	4
Peli3	0	1	0	0	0	0	0	1
Pelo	44	50	23	0	0	5	0	30
Pelp1	59	136	38	21	9	32	88	95
Pemt	1	0	0	0	0	8	0	1
Penk	56	1301	46	393	0	21	387	1206
Pepd	401	748	426	551	1192	358	358	1021
Per1	1079	1642	2595	1524	1816	268	439	557
Per2	59	63	3	11	0	69	0	67
Per3	1021	323	881	296	559	203	1103	550
Percc1	0	0	0	0	0	2	0	2
Perm1	79	87	3	118	2	88	1	131
Perp	373	200	433	51	347	19	48	120
Pes1	1254	1585	1322	954	33	869	750	1835
Pet100	226	271	271	140	187	137	494	295
Pex1	273	224	491	135	23	15	46	139
Pex10	86	107	31	168	0	184	9	68
Pex11a	89	55	118	227	0	23	0	20
Pex11b	542	841	902	672	1970	426	310	771
Pex11g	184	262	72	121	766	132	214	173
Pex12	156	254	124	242	0	81	0	337
Pex13	405	577	263	508	526	199	423	862
Pex14	376	431	430	357	0	95	239	506
Pex16	501	735	725	431	915	253	693	1137
Pex19	1113	1331	622	597	1748	275	509	1076
Pex2	563	686	401	391	65	330	661	1098
Pex26	85	55	85	28	743	1	1	64
Pex3	534	584	389	347	1	162	721	574
Pex5	536	595	640	307	896	246	198	1119
Pex5l	4	9	7	5	0	2	0	7
Pex6	355	408	234	171	0	106	276	492
Pex7	299	310	383	234	907	91	140	370
Pf4	0	0	21	39	603	43	38	0
Pfas	1307	2399	1372	958	4771	1383	1541	3247
Pfdn1	415	570	445	482	486	158	798	678
Pfdn2	504	552	568	335	9	290	477	635
Pfdn4	86	130	49	72	377	56	193	148
Pfdn5	2924	4000	4281	3360	2394	1811	5752	4915
Pfdn6	334	369	314	350	654	327	561	472
Pfkfb1	49	147	88	15	137	38	22	133
Pfkfb2	82	70	44	93	10	132	16	155
Pfkfb3	170	397	356	260	2	83	61	471
Pfkfb4	60	130	8	87	0	1	0	49
Pfkl	1086	1584	893	1169	1059	549	739	1960
Pfkm	16	149	198	67	0	65	119	182
Pfkp	3007	3942	2703	2363	2459	1667	1294	3836
Pfn1	21138	20751	19744	13273	24725	11610	25620	28690
Pfn2	75	459	162	128	0	0	0	442
Pfn4	2	1	1	5	2	0	6	3
Pgam1	1239	2086	1069	2182	4676	1240	1390	2675
Pgam2	6	0	22	0	0	0	0	14
Pgam5	929	1171	1084	1124	1313	700	922	1541
Pgap1	108	109	113	94	10	5	22	30
Pgap2	507	556	434	334	37	257	452	531
Pgap3	36	113	80	56	156	17	13	71
Pgap6	244	394	301	240	0	335	354	206
Pgbd1	1	55	0	100	1	0	0	4
Pgbd5	0	1	1	0	0	0	1	0
Pgd	614	699	813	702	1306	539	786	1006
Pgghg	146	305	64	86	1	37	32	309
Pggt1b	787	475	1021	367	2264	332	711	720
Pgk1	1994	2347	1000	1625	1973	1457	2551	3356
Pgls	407	534	674	450	423	357	361	800
Pglyrp1	1082	1433	1875	783	380	335	2074	1619
Pglyrp2	1562	936	2154	560	230	497	2113	1403
Pgm1	1007	1208	1177	694	2327	314	343	1799
Pgm2	720	578	466	377	1201	454	130	690
Pgm2l1	254	131	171	96	809	45	314	280
Pgm3	235	497	276	184	2	268	64	345
Pgm5	0	1	0	0	0	51	1	0
Pgp	465	531	325	119	480	451	339	604
Pgpep1	313	254	83	103	247	178	234	263
Pgrmc1	801	1030	600	617	0	370	696	1143
Pgrmc2	57	40	54	33	0	21	0	44
Pgs1	924	750	1046	529	427	329	1088	935
Phactr1	2	7	2	2	2	6	11	13
Phactr2	1931	1583	306	896	876	1022	74	2771
Phactr4	171	151	107	183	689	9	14	94
Phaf1	346	269	583	232	1553	221	328	533
Phax	785	891	857	950	5	321	1237	967
Phb	1213	2110	752	1151	2504	1172	1895	2597
Phb2	988	1256	1053	1026	1488	403	950	1743
Phc1	166	86	64	96	0	5	0	317
Phc2	305	570	415	481	658	243	131	652
Phc3	1791	2135	1494	1956	4029	1028	1374	2373
Pheta1	0	58	0	110	0	40	0	104
Pheta2	53	12	31	137	783	0	51	40
Phex	1	5	0	2	8	5	1	4
Phf1	619	717	534	258	0	136	329	577
Phf10	96	69	124	29	0	0	241	103
Phf11	18	20	87	28	464	13	47	119
Phf11a	593	770	620	571	1092	141	694	912
Phf11b	846	1593	852	1019	1394	792	980	1721
Phf11c	509	1405	501	1098	3709	757	201	1540
Phf11d	153	330	131	212	214	171	87	472
Phf12	619	747	357	175	840	340	608	1074
Phf13	91	322	71	123	254	144	28	229
Phf14	459	648	392	291	102	176	246	720
Phf19	15	35	6	135	0	0	70	31
Phf2	37	60	60	57	0	25	41	81
Phf20	863	626	817	634	2209	349	309	679
Phf20l1	1494	1291	657	597	1339	789	756	1286
Phf21a	270	390	517	327	205	254	94	506
Phf21b	9	16	0	10	0	1	1	15
Phf23	374	640	511	288	584	306	173	725
Phf3	595	636	441	612	77	144	274	661
Phf5a	636	661	569	358	1024	420	650	803
Phf6	854	1085	1310	656	964	574	273	1143
Phf7	238	230	82	316	29	227	36	266
Phf8	704	551	545	619	1319	247	89	498
Phgdh	1022	1394	1672	1112	3978	764	867	1615
Phip	2046	2619	2245	2392	2031	1181	1000	3147
Phka1	4	0	2	1	0	0	0	0
Phka2	390	326	377	232	1193	158	77	450
Phkb	336	223	146	169	92	59	172	285
Phkg1	73	116	113	57	61	54	38	109
Phkg2	1029	1284	1359	1093	472	561	964	1130
Phlda1	42	46	34	49	67	7	50	36
Phlda2	2	5	0	0	0	0	0	3
Phlda3	96	23	19	0	0	68	150	16
Phldb3	13	3	3	36	296	0	31	3
Phlpp1	121	221	79	240	619	148	43	408
Phlpp2	95	113	105	53	33	20	27	22
Phospho1	6	0	7	0	0	3	0	1
Phospho2	836	817	387	589	433	538	384	1041
Phpt1	167	330	198	268	409	196	207	421
Phrf1	1279	1791	2051	1212	3751	632	342	1416
Phtf1	205	459	290	266	474	264	383	358
Phtf2	207	265	26	140	0	113	239	130
Phyh	814	1023	847	512	1047	815	1634	1219
Phyhd1	32	70	12	5	1	41	34	53
Phyhipl	5	4	1	0	0	0	0	1
Phykpl	393	724	685	462	91	305	421	784
Pi15	35	77	71	52	16	21	23	89
Pi16	20	13	11	39	13	15	39	22
Pi4k2a	234	457	440	296	1223	98	231	415
Pi4k2b	44	23	24	28	14	39	9	108
Pi4ka	1018	1690	1178	998	848	838	1015	1756
Pi4kb	243	214	254	229	245	40	20	190
Pianp	10	0	0	0	0	0	0	18
Pias1	1742	2209	2167	1821	935	840	1285	2190
Pias2	313	293	399	181	1	219	145	308
Pias3	711	865	991	553	2286	182	281	751
Pias4	716	945	769	516	110	349	371	1073
Pibf1	221	410	304	296	706	167	200	412
Picalm	1075	1315	669	756	362	696	658	1387
Pick1	276	536	379	293	13	305	117	435
Pid1	20	20	33	17	10	21	13	39
Pidd1	149	176	128	224	0	96	84	99
Pierce2	52	104	23	61	0	28	3	26
Piezo1	221	549	137	336	55	105	122	781
Piezo2	1	6	4	0	4	1	0	4
Pif1	116	37	0	0	1	0	8	0
Pifo	0	5	5	8	0	2	0	34
Piga	187	70	74	228	0	59	162	112
Pigb	448	455	381	333	9	275	380	733
Pigbos1	189	217	163	219	349	155	345	328
Pigc	316	347	461	227	3	144	844	302
Pigf	188	183	253	81	1036	99	688	225
Pigg	81	66	147	58	0	120	0	45
Pigh	200	341	274	315	17	245	120	371
Pigk	1069	1071	943	816	9	850	821	1380
Pigl	251	185	270	151	33	78	39	385
Pigm	418	445	327	259	2159	83	101	520
Pign	593	745	426	413	238	204	615	916
Pigo	378	439	689	236	0	327	215	269
Pigp	384	387	618	364	386	297	686	623
Pigq	767	1507	733	427	1597	488	743	866
Pigr	0	1	0	1	0	0	1	1
Pigs	3497	3758	3212	3209	4206	1472	2197	5172
Pigt	147	315	233	72	12	158	245	329
Pigu	597	580	645	184	39	307	278	579
Pigv	1035	992	1282	697	4189	528	911	577
Pigw	0	12	4	7	0	11	0	7
Pigx	784	858	740	491	627	619	927	976
Pigyl	238	256	247	191	1	153	81	237
Pigz	1	1	12	0	0	0	0	0
Pih1d1	441	341	215	349	1490	197	517	496
Pih1d2	5	5	20	8	0	8	4	12
Pik3ap1	3346	1859	2753	1203	3781	962	285	2524
Pik3c2a	396	328	753	242	64	128	138	293
Pik3c2b	18	2	9	8	142	241	3	4
Pik3c3	852	1053	978	907	1417	1018	30	1158
Pik3ca	387	798	341	195	2155	214	488	814
Pik3cb	17	9	0	77	0	0	0	14
Pik3cd	6033	3655	6709	2044	3754	1279	3003	3305
Pik3cg	1269	785	1254	679	8	221	283	836
Pik3ip1	498	925	213	668	0	415	53	1352
Pik3r1	2004	1041	2452	573	4902	380	376	1146
Pik3r2	30	304	0	235	2	92	1	360
Pik3r3	0	0	1	0	0	0	0	14
Pik3r4	410	988	483	247	0	1258	305	920
Pik3r5	1263	1241	1803	1046	94	425	549	1094
Pik3r6	0	23	2	1	0	0	0	1
Pikfyve	304	579	412	404	990	234	331	803
Pilra	73	2	7	0	1	2	1	5
Pilrb2	0	10	0	0	526	0	0	6
Pim1	1865	1625	2478	880	4028	452	1311	971
Pim2	1416	2206	1529	1969	327	985	1103	2238
Pim3	836	937	1409	1067	851	279	229	623
Pimreg	55	27	2	10	0	0	135	0
Pin1	658	944	742	503	1169	533	871	1146
Pin1rt1	1	3	0	1	0	2	0	0
Pin4	143	124	296	168	709	108	499	237
Pink1	396	521	309	86	1624	369	171	307
Pinx1	151	191	219	46	0	40	70	171
Pip4k2a	894	737	539	312	2809	559	442	884
Pip4k2b	100	62	18	74	8	63	69	125
Pip4k2c	1149	1575	1406	1273	1150	431	399	1349
Pip4p1	100	118	241	62	1	570	88	188
Pip4p2	211	602	254	205	2	342	302	717
Pip5k1a	415	417	515	362	7	308	357	408
Pip5k1b	56	2	11	0	0	0	13	2
Pip5k1c	757	1260	238	656	142	593	135	975
Pirb	36	17	15	89	4	1	3	7
Pirt	5	9	10	3	2	1	0	5
Pisd	1377	2385	1731	1807	1824	1373	1087	2815
Pithd1	1064	1451	315	1237	920	586	1224	1715
Pitpna	671	789	452	598	750	425	307	869
Pitpnb	1237	1431	1468	1085	30	514	796	1878
Pitpnc1	10507	6382	9379	3598	9341	3358	8348	7117
Pitpnm1	1700	2553	2010	1966	2668	837	1521	2551
Pitpnm2	567	412	1092	373	166	59	485	192
Pitrm1	507	1048	462	326	0	938	95	1016
Pitx2	0	11	0	0	0	0	0	27
Piwil1	0	0	0	0	1	0	1	0
Piwil2	1	26	0	0	34	48	0	0
Piwil4	0	0	2	2	0	0	0	0
Pja1	1367	1211	1466	773	1	537	1239	1265
Pja2	494	1050	899	770	17	210	131	678
Pkd1	999	1501	829	1466	551	571	456	1274
Pkd1l3	37	0	30	6	1	0	0	11
Pkd2	13	16	10	16	15	8	15	15
Pkd2l2	81	115	92	60	357	20	2	184
Pkdcc	102	37	84	85	0	76	378	112
Pkdrej	0	0	29	3	0	0	0	0
Pkhd1	0	0	1	0	1	0	0	0
Pkib	67	129	94	44	139	113	52	114
Pkig	11	20	0	0	315	74	0	52
Pkm	10264	12269	8645	7304	4691	5486	10013	13395
Pkmyt1	393	516	318	336	0	94	259	345
Pkn1	1609	1853	2404	1205	2387	547	1255	1603
Pkn2	276	374	156	274	182	136	154	324
Pkn3	58	23	0	31	1	48	0	0
Pknox1	809	930	815	543	34	475	43	904
Pknox2	10	16	9	53	2	3	3	9
Pkp1	0	1	0	0	0	1	0	1
Pkp2	0	1	3	0	0	0	0	0
Pkp3	1260	1851	1556	1621	2976	721	1670	2014
Pkp4	367	1513	629	1016	1	721	500	2109
Pla2g10	0	14	0	0	0	0	0	14
Pla2g12a	29	126	0	44	0	1	0	22
Pla2g15	164	173	98	121	0	268	157	292
Pla2g1b	1	5	3	0	0	4	14	5
Pla2g2c	0	0	1	1	0	0	0	0
Pla2g2d	21	32	6	14	10	6	3	13
Pla2g4a	3	3	2	0	0	2	1	1
Pla2g4b	17	24	7	0	42	91	0	20
Pla2g4c	10	12	1	0	0	48	2	8
Pla2g4e	4	4	13	28	2	6	0	5
Pla2g6	159	342	378	47	1	260	22	257
Pla2g7	1	0	1	1	4	13	0	4
Pla2r1	26	54	38	37	60	34	41	65
Plaa	1021	1199	1407	1033	2233	585	225	1696
Plaat3	1090	901	1466	677	455	523	1740	975
Plac8	606	344	546	168	471	309	507	140
Plag1	26	2	11	0	0	0	0	28
Plagl1	0	130	15	86	0	0	0	94
Plagl2	228	502	379	273	270	181	208	462
Plat	9	28	18	1	0	6	6	12
Platr25	469	504	439	298	1	201	373	443
Plau	0	0	0	2	0	0	2	0
Plaur	17	27	2	0	529	230	1	1
Plb1	0	0	0	5	3	0	0	0
Plbd1	17	0	0	0	1521	328	0	1
Plbd2	490	687	517	372	1	158	12	520
Plcb1	0	6	3	4	1	0	1	2
Plcb2	262	298	140	408	1	116	62	337
Plcb3	233	138	20	8	0	205	0	195
Plcb4	3	26	27	28	3	67	13	140
Plcd1	5	0	0	0	1	0	0	0
Plcd4	60	58	85	60	123	28	62	85
Plce1	4	0	1	0	2	1	0	3
Plcg1	1997	2089	2431	1364	360	643	664	2040
Plcg2	51	90	0	180	733	200	0	164
Plcl1	1	99	4	150	4	0	5	65
Plcl2	498	449	635	249	1813	54	670	223
Plcxd1	135	156	74	159	41	43	34	88
Plcxd2	749	553	929	484	147	272	736	571
Plcxd3	12	11	8	9	1	2	11	10
Pld1	40	50	47	39	50	18	23	53
Pld2	39	88	54	140	881	68	189	169
Pld3	4003	4063	3589	1951	4131	1645	3383	4490
Pld4	178	77	0	0	1372	424	153	53
Pld5	7	17	21	26	12	11	5	32
Pld6	1	6	3	1	0	0	0	0
Plec	1604	1911	1976	1697	879	883	1594	2050
Plek	2531	1994	3597	1388	4334	1517	824	2204
Plek2	7	4	0	0	2	0	0	16
Plekha1	948	571	1159	684	2070	187	360	566
Plekha2	3199	2564	1711	1778	2327	1219	1058	3896
Plekha3	464	587	508	204	288	181	284	785
Plekha4	17	3	0	4	0	5	0	21
Plekha5	713	527	876	553	1229	127	422	663
Plekha6	0	0	0	0	0	0	1	1
Plekha7	24	5	2	1	1	12	0	28
Plekha8	15	39	0	95	0	0	0	1
Plekhb1	7	3	64	3	0	7	0	31
Plekhb2	2879	2935	3227	2559	2015	837	1124	3700
Plekhd1	3	4	3	3	24	5	6	5
Plekhf1	1080	78	811	0	0	41	1094	183
Plekhf2	499	401	156	168	881	742	173	497
Plekhg2	2224	2810	1603	999	3735	1039	925	2944
Plekhg3	123	80	130	3	361	28	2	126
Plekhg5	24	97	35	19	0	83	0	53
Plekhg6	0	1	4	0	0	0	2	0
Plekhh1	2	0	0	16	0	0	0	0
Plekhh2	6	10	0	0	1	2	1	9
Plekhj1	1032	1322	762	624	2020	872	1061	1748
Plekhm1	484	284	373	276	1	199	225	641
Plekhm2	267	291	349	225	51	113	443	391
Plekhm3	152	255	318	75	26	214	29	131
Plekhn1	67	183	426	262	3	70	127	154
Plekho1	15	10	3	15	208	15	1	14
Plekho2	596	655	507	500	204	259	208	762
Plekhs1	0	6	2	7	0	2	1	4
Plet1	1	3	0	5	12	0	1	3
Plgrkt	1058	1626	1633	1181	2304	636	979	1496
Plin1	18	30	28	4	18	12	8	12
Plin2	705	333	844	349	2	365	1169	637
Plin3	115	438	40	438	1	318	10	252
Plin4	18	207	44	8	0	43	0	66
Plin5	1	0	1	1	0	0	0	0
Plk	16	17	0	0	1	0	0	11
Plk1	199	62	206	22	1245	69	0	27
Plk2	259	1614	505	1086	654	362	147	752
Plk3	1702	470	878	358	5000	335	719	264
Plk4	476	446	915	336	861	359	353	465
Pllp	2	1	2	11	0	0	6	26
Pln	11	51	1	5	1	7	0	1
Plod1	84	135	248	21	43	2	77	252
Plod2	160	198	144	37	0	64	94	266
Plod3	146	117	65	66	25	29	295	315
Plp1	18	41	8	68	0	24	0	20
Plp2	288	318	246	36	1	95	41	182
Plpbp	1490	1612	1673	1160	4320	895	998	2054
Plpp1	1	39	0	0	0	23	0	14
Plpp2	37	49	9	86	0	49	22	33
Plpp3	0	0	0	0	1	79	1	0
Plpp5	197	233	263	158	4	39	114	195
Plpp6	74	39	20	3	0	0	111	116
Plppr2	0	39	0	9	0	0	0	18
Plppr3	48	205	25	76	3	38	2	181
Plppr4	0	2	6	6	3	1	0	3
Plrg1	634	985	653	820	1	356	544	1518
Pls1	7	5	0	0	648	9	0	12
Pls3	63	24	0	0	1	0	1	1
Plscr1	968	1508	1545	1418	1868	514	1131	1650
Plscr2	25	18	33	20	49	9	1	36
Plscr3	59	113	97	84	0	25	12	54
Plscr4	14	96	109	163	12	138	0	128
Pltp	3	35	84	10	0	44	69	25
Plxdc1	204	40	457	46	2	0	104	25
Plxdc2	4	393	4	355	0	79	2	340
Plxna1	0	27	0	0	0	0	0	44
Plxna2	23	24	40	16	147	13	21	26
Plxna3	1	74	0	54	0	0	0	76
Plxna4	6	11	9	3	1	1	9	5
Plxnb1	4	52	2	27	1	0	0	36
Plxnb3	0	0	1	61	0	0	0	0
Plxnc1	289	838	52	457	0	444	2	860
Plxnd1	0	3	14	6	0	0	0	2
Pm20d1	3	4	6	4	0	4	10	12
Pmaip1	1699	1304	724	793	5	391	315	1090
Pmel	16	155	151	96	0	11	30	157
Pmepa1	2	20	18	4	0	0	0	16
Pmf1	424	378	249	260	712	137	264	323
Pml	1311	2898	1784	1901	1545	1751	617	3290
Pmm1	39	58	74	57	1555	54	0	140
Pmm2	915	1330	1097	908	2943	514	733	1335
Pmpca	2292	2817	1452	929	584	942	821	2795
Pmpcb	542	742	439	480	313	139	341	920
Pms1	661	830	453	389	944	226	105	718
Pms2	462	822	329	472	159	492	363	834
Pmvk	570	727	564	378	1091	197	331	776
Pnck	0	20	0	0	0	0	0	27
Pnisr	2635	1828	2430	1751	1516	1503	1084	3073
Pnkd	341	488	528	443	14	293	546	683
Pnkp	1211	994	894	502	71	343	926	1643
Pnldc1	3	25	2	0	0	2	2	11
Pnma1	0	34	0	0	0	0	73	0
Pnma2	3	0	0	0	0	0	3	0
Pnma8c	70	84	158	15	40	28	25	36
Pnn	965	1031	965	663	1720	566	798	1282
Pno1	375	493	162	140	0	137	258	550
Pnoc	3	1	0	0	0	4	1	0
Pnp	565	830	397	339	755	134	441	813
Pnp2	5	23	51	0	0	0	0	4
Pnpla1	15	17	13	16	0	16	4	28
Pnpla2	321	505	776	222	0	225	529	555
Pnpla3	0	2	0	57	0	0	0	5
Pnpla6	708	568	720	429	1176	162	552	998
Pnpla7	1286	1558	931	786	277	400	437	1142
Pnpla8	373	620	799	424	1364	404	120	675
Pnpo	657	744	650	374	1	139	241	668
Pnpt1	632	788	1134	949	1	550	165	1160
Pnrc1	1410	1377	1358	757	3413	1247	1483	1210
Pnrc2	2649	2032	2238	1422	5192	1112	1730	2560
Poc1a	14	69	58	3	0	1	10	17
Poc1b	128	215	46	104	0	48	19	181
Poc5	373	370	447	247	10	127	201	787
Podn	3	4	13	3	0	1	1	0
Podnl1	1088	651	838	243	2958	246	1112	769
Podxl2	1	0	1	3	0	1	1	2
Pofut1	329	370	301	33	450	63	58	299
Pofut2	557	535	780	371	2619	130	889	562
Pogk	115	506	243	343	639	122	17	303
Poglut1	347	1122	141	374	955	574	94	1246
Poglut2	169	479	364	209	0	176	187	552
Poglut3	53	115	15	100	36	126	9	136
Pogz	283	359	500	264	752	246	74	492
Pola1	306	765	295	481	95	344	541	420
Pola2	926	1421	1064	977	1305	848	858	1165
Polb	284	427	357	311	628	240	181	535
Pold1	832	925	1056	642	853	233	512	1073
Pold2	1456	1422	1010	545	1211	788	1383	1745
Pold3	747	1136	610	740	930	492	274	889
Pold4	150	271	333	266	287	116	186	367
Poldip2	550	879	353	467	2128	518	643	1103
Poldip3	3079	3456	3142	2789	4026	1297	1762	3877
Pole	272	168	345	72	1	52	24	95
Pole2	107	176	7	6	5	3	99	114
Pole3	275	143	361	301	1087	81	0	360
Pole4	909	834	986	602	1941	601	1088	1032
Polg	767	1177	432	763	1	239	262	1292
Polg2	239	453	352	295	755	152	135	398
Polh	458	373	188	188	1052	267	309	487
Poli	323	738	379	444	2517	191	130	728
Polk	448	485	351	242	5	226	30	417
Poll	357	479	457	214	0	211	467	827
Polm	289	878	279	468	1	219	122	777
Poln	16	2	11	0	0	13	0	7
Polq	90	107	13	35	140	43	5	57
Polr1a	425	668	235	293	1	452	136	539
Polr1b	271	837	369	561	827	713	57	514
Polr1c	546	876	693	734	0	571	357	1023
Polr1d	1116	1342	1082	1129	842	504	1673	1418
Polr1e	119	172	195	140	135	199	123	182
Polr1f	612	531	545	319	5	226	485	739
Polr1g	167	192	27	107	15	89	41	148
Polr1h	440	470	487	384	351	296	420	645
Polr1has	15	124	59	0	0	70	85	180
Polr2a	1254	1554	1112	1116	414	695	597	1221
Polr2b	1966	1732	900	1010	956	382	79	2724
Polr2c	1771	2083	1710	1184	1017	1118	2865	2353
Polr2d	679	610	514	728	0	304	677	932
Polr2e	1349	2077	1608	1406	1694	1099	1660	2968
Polr2f	254	381	227	302	421	144	405	647
