D9_M12_CD4512_CX3CR6Neg_S6	D9_M12_CD4512_Slamf6_S4	D9_M34_CD4512_CX3CR6Neg_S12	D9_M34_CD4512_Slamf6_S10	D9_M56_CD4512_CX3CR6Neg_S18	D9_M56_CD4512_Slamf6_S16	D9_M78_CD4512_Slamf6_S22
534.2688964856738	306.2992706736018	401.06110917356784	663.5440972415668	465.78475217518474	295.54874753115837	267.0017438895495
363.52316668097393	395.92661408093414	429.2607184123343	344.6564000235322	530.2278264691245	444.2027306643898	386.41085712904254
0	1.7403367651909194	1.0444299718061663	8.052719626718043	0	0	2.966686043217217
1608.314616224915	1175.597484886466	1357.758963348016	2676.7240039210774	1427.536455878412	1062.5681161239265	938.9561326782492
0	0	0	0	0	0	0
0	0	0	1.6105439253436085	0	7.916484308870313	4.450029064825825
277.59950910183466	202.7492331447421	243.35218343083673	373.64619067971717	270.00832394043107	197.91210772175782	205.44300849279227
159.7298762689128	126.17441547634165	153.53120585550644	259.297571980321	127.25467835258986	102.91429601531406	123.85914230431881
111.2601207114496	54.82060810351396	68.93237813920697	112.73807477405259	84.0207171174151	73.88718688278959	58.59204935354004
14.320609596523216	22.62437794748195	22.97745937973566	64.42175701374434	22.024848176409783	36.06398407374254	14.091758705281782
1.101585353578709	0	4.177719887224665	4.831631776030825	0.8157351176448069	0.8796093676522571	2.2250145324129127
404.28182476338617	75.70464928580499	357.19505035770885	267.350291607039	364.6335975872287	94.1182023387915	86.03389525329929
450.54840961369194	395.92661408093414	387.4835195400877	703.8076953751569	403.78888323417937	362.3990594727299	252.16831367346344
132.19024242944508	126.17441547634165	230.81902376916275	132.0646018781759	189.2505472935952	168.88499858923336	148.33430216086086
516.6435308284146	623.9107303209446	510.7262562132153	650.6597458388178	637.904861998239	657.9478070038882	671.2127172778954
6.609512121472254	6.961347060763678	4.177719887224665	4.831631776030825	2.4472053529344207	2.6388281029567713	6.675043597238738
1.101585353578709	0	1.0444299718061663	1.6105439253436085	0	0.8796093676522571	0.7416715108043043
0	0	0	0	1.6314702352896138	0	2.2250145324129127
18.726951010838054	10.442020591145516	16.71087954889866	17.715983178779695	21.209113058764977	21.990234191306424	25.216831367346344
3.304756060736127	0	0	0	0	1.7592187353045141	2.2250145324129127
1.101585353578709	0	0	0	0.8157351176448069	0	0.7416715108043043
0	0	0	0	0	0.8796093676522571	1.4833430216086085
0	0	0	3.221087850687217	0.8157351176448069	0.8796093676522571	1.4833430216086085
12.117438889365799	30.455893390841087	26.110749295154157	57.97958131236991	13.05176188231691	19.351406088349655	29.66686043217217
1.101585353578709	0.8701683825954597	0	0	0	0.8796093676522571	0.7416715108043043
0	0	7.311009802643164	0	0	0	0
0	0.8701683825954597	0	0	0	1.7592187353045141	0.7416715108043043
1332.918277830238	264.53118830901974	1236.6050866185008	136.89623365420672	1164.0540128791395	287.63226322228803	323.3687787106767
0	0	0	0	0	0	0
3.304756060736127	2.610505147786379	0	1.6105439253436085	1.6314702352896138	0	0
29.74280454662514	288.8959030216926	28.199609238766488	476.7210019017081	23.6563184116994	210.22663886888944	178.74283410383734
0	0	0	0	0	0.8796093676522571	0
0	0.8701683825954597	0	0	0	0	0.7416715108043043
28.64121919304643	9.571852208550057	33.42175909779732	17.715983178779695	22.840583294054593	21.11062482365417	10.38340115126026
0	0	0	3.221087850687217	0	0	0
1.101585353578709	0	2.0888599436123325	1.6105439253436085	0.8157351176448069	1.7592187353045141	0.7416715108043043
36.352316668097394	53.950439720918496	52.221498590308315	38.6530542082466	39.15528564695073	53.65617142678768	44.50029064825826
0	0	0	0	0	0	0
4.406341414314836	11.312188973740975	2.0888599436123325	4.831631776030825	14.683232117606524	0.8796093676522571	3.7083575540215215
1.101585353578709	2.610505147786379	0	0	0	0.8796093676522571	2.966686043217217
2.203170707157418	0	0	0	0.8157351176448069	0.8796093676522571	1.4833430216086085
0	3.480673530381839	1.0444299718061663	1.6105439253436085	1.6314702352896138	0	4.450029064825825
6.609512121472254	13.052525738931894	7.311009802643164	16.105439253436085	2.4472053529344207	14.953359250088369	11.125072662064564
0	0	1.0444299718061663	1.6105439253436085	0	0.8796093676522571	1.4833430216086085
0	0.8701683825954597	1.0444299718061663	0	0	0	1.4833430216086085
28.64121919304643	87.88700664214143	99.2208473215858	117.56970655008342	57.10145823513648	102.03468664766181	132.75920043397048
0	0.8701683825954597	5.222149859030831	0	0	0.8796093676522571	5.19170057563013
70.50146262903738	46.118924277559366	46.99934873127748	82.13774019252403	52.20704752926764	53.65617142678768	42.275276115845344
2.203170707157418	4.350841912977298	7.311009802643164	11.27380747740526	4.894410705868841	5.277656205913543	10.38340115126026
0	0	0	1.6105439253436085	2.4472053529344207	0.8796093676522571	2.2250145324129127
2.203170707157418	0	0	0	0	0	0
147.612437379547	115.73239488519613	130.5537464757708	11.27380747740526	152.5424669995789	85.32210866226893	101.60899698018969
0	1.7403367651909194	3.1332899154184988	1.6105439253436085	0.8157351176448069	6.157265573565799	0.7416715108043043
0	0	0	0	0	0	0
13.219024242944508	0.8701683825954597	1.0444299718061663	9.66326355206165	7.341616058803262	0.8796093676522571	0.7416715108043043
0	1.7403367651909194	1.0444299718061663	0	0	0.8796093676522571	0.7416715108043043
5.507926767893545	7.831515443359137	10.444299718061663	1.6105439253436085	5.710145823513648	7.916484308870313	1.4833430216086085
33.04756060736127	39.15757721679569	31.33289915418499	20.93707102946691	44.86543147046438	34.304765338438024	25.95850287815065
496.8149944639977	401.1476243765069	486.70436686167346	889.0202467896719	523.701945527966	403.740699752386	410.88601698558455
522.1514575963081	274.1030405175698	410.46097891982333	1014.6426729664734	469.86342776340877	377.35241872281824	280.351831084027
4.406341414314836	0.8701683825954597	2.0888599436123325	3.221087850687217	1.6314702352896138	0.8796093676522571	1.4833430216086085
8.812682828629672	8.701683825954596	1.0444299718061663	16.105439253436085	8.973086294092875	2.6388281029567713	0
7.711097475050963	6.091178678168218	2.0888599436123325	8.052719626718043	4.078675588224034	7.0368749412180565	6.675043597238738
600.3640177003964	782.2813759533183	718.5678206026424	397.8043495598713	667.271326233452	756.464056180941	747.6048828907387
1172.0868162077463	252.3488309526833	709.1679508563869	1109.6647645617463	872.0208407622985	372.95437188455696	250.68497065185485
0	0.8701683825954597	0	0	0	0.8796093676522571	0
49.5713409110419	102.67986914626424	71.02123808281931	161.05439253436086	69.33748499980858	66.85031194157153	93.45061036134234
2.203170707157418	7.831515443359137	7.311009802643164	6.442175701374434	4.078675588224034	3.5184374706090282	4.450029064825825
0	0	0	0	0	2.6388281029567713	0.7416715108043043
