gene	PC1	PC2	PC3	PC4	PC5	PC6	cluster_id
Phospho2	-0.00815154835371858	0.004027291286583419	0.03166663458593485	0.013973738248050527	0.0019525749770383058	-0.016432115992106873	progenitor
Ccpg1	0.004845045341710008	-0.014801562772003379	0.018602560140820724	-0.021513047681611868	-0.020272090426812144	0.01124053463137784	progenitor
Apobec2	0.0025202685453987387	-0.02718624556968231	-0.005344685026378689	0.01844505205271156	-0.0013270589477397936	-0.012558311289837244	progenitor
Lfng	-5.9912473229951e-4	-0.020573670259847056	-0.003528352342035574	0.011490631779772347	-0.030781054671490584	-9.090245304466137e-4	progenitor
Dpp4	-0.019438407320359695	-0.00998851591731252	0.0017540999821967235	0.00557746330568265	0.014340639997882185	-0.010686893117406686	progenitor
Alkbh3	0.007040162062873898	0.02282144907327328	0.008482658165029324	-0.0023525069002085603	-0.02443728147710327	0.011379044700458448	progenitor
Prdx1	0.005849841632535423	0.025273411971255728	-0.011749772309573372	0.0013855399394035078	0.017858401768586187	0.023100762581958333	progenitor
Ttll3	0.013126453452468297	0.016747061354748828	-0.01912085215632695	-0.004832795089386128	-0.01189820650068531	-0.0063573417479371765	progenitor
Sf3a3	0.005782034725141074	0.023563658029902727	-0.009279710935028903	-0.014816440250497677	0.0179004223649756	-0.01089359353388693	progenitor
Sit1	-0.006555270822420144	0.006641086220010511	0.02347464172501066	-0.014502908638193767	0.026025718532216555	-0.015740858842171322	progenitor
Klhdc2	0.015206695668381624	-0.011381794812331382	-0.005539919584249494	0.018533116209927033	-0.018325593150220403	-0.0018369002604865761	progenitor
Ubl5	-0.017086263506407188	-0.007727907953847916	0.01903656074977207	0.00860473361479451	-0.007504193142858258	0.012173816920561555	progenitor
Slc25a38	0.0030430506502130577	0.018772872241410804	-0.017841867445141806	0.024974625269399073	0.005799526132298024	-0.012002676764907414	progenitor
Notch2	-0.009576456138638872	0.005542703205084391	0.021400921094634637	0.016144468338784492	-0.024063731020508634	0.006121644128409368	progenitor
Lipa	0.004336526275384516	-0.01687494037360905	0.0037518941902095664	0.02138339723425564	-0.027778539151695265	0.004542374949211455	progenitor
Arhgef1	-0.02080298051368199	0.005898574504420011	-0.002082566743638133	0.010478323767665164	-0.0030696228320660937	-0.010347475278537703	progenitor
Ncald	-0.0010210575702553882	-0.019028042568016768	0.022437350655270458	0.018895508847981968	-0.008688891642828515	-0.00594493124889082	progenitor
Tnfrsf1a	0.0021697673635636986	0.023104476796877976	0.01497726536155933	0.02004404331116839	-0.007680248460314149	-0.005635309988829631	progenitor
Adam19	0.012036594664514563	-0.021789963949930456	-0.0038034565310489537	-0.017049596256959898	0.0066456539027555175	-0.006565524315686669	progenitor
Cntrl	0.013463770162411685	-0.023589338170135827	0.0014499180508148646	-0.007568027808637146	0.0032033594994151614	-0.012481151019832978	progenitor
Kif5b	-0.005425013266440516	-0.017177707922582316	-0.0069753318221479794	-0.029737887779280336	-0.012508319407459082	0.023053024036515695	progenitor
Ucp2	0.0044421182840283	0.021979832151782515	0.017975375387595045	0.0187023657912299	0.004062096162919884	0.011953393458587879	progenitor
Psmb6	0.001786232794596197	0.024354608128300773	0.01885871901263431	0.01298459524633794	0.003923784984455504	-0.010799580196808932	progenitor
Pdlim5	-9.176166816598762e-4	-0.012364139369259255	-0.019435290541180605	-0.030961894767994432	6.138390646988891e-4	-0.005596547255365993	progenitor
Ttc14	0.015121794391180454	3.60462847211281e-4	0.008195370114849896	-0.026380759923666855	0.01203956245193662	0.01705489158376671	progenitor
Tnrc6b	-0.008530436954059754	-0.017897663255024426	0.02498971724231607	-0.003555351395269994	-0.009149150753000672	-0.011185904092002822	progenitor
Jtb	-0.008221646296061907	0.017656992364201467	0.019456645625392056	0.001567292878228229	0.022217686656456157	0.012736941432624556	progenitor
Uqcc2	-0.012684170515076445	0.011223448398221265	0.01845281482460221	0.00930685697695811	-0.021400313837757718	-0.010590008746720536	progenitor
Pfdn6	-0.0022945110495818737	0.014199429997984946	-0.028322698146671915	0.005061876981482628	-0.01814924837819507	0.01682834460964296	progenitor
Fam174a	0.020626524260485564	0.0032093894544470247	-4.6242069804124726e-4	0.008272007951421328	-0.011521593953025924	0.01582055530738896	progenitor
Raver1	-0.01733252674090192	0.0033076191233363077	0.00904164159659525	-0.010261646100084116	0.02191051974774185	0.001587318026040138	progenitor
Idnk	-0.006050634121676713	0.0024645944196317157	0.03178897053471538	0.01664166900199321	0.0025561221173142426	7.274414440970344e-4	progenitor
Sft2d1	-0.010985349754162542	6.522525054669245e-4	-0.02848980049088321	0.010401784545414936	-0.012636593513518195	-0.017295536617108843	progenitor
Ndufaf4	-0.018201339038151233	-0.004278869578999259	-0.0190657768468489	0.0014134227832011278	-0.0062761424944556025	0.006037190808395472	progenitor
Zfp830	0.005488524369726537	-0.008841031788848793	0.016252665897536312	0.03257658283175862	0.008514302388979765	-0.006441202508519685	progenitor
Susd6	-0.006491344594441669	-0.0059879738139037055	0.015828405014331068	0.004259892678187756	0.03654408107119617	-0.010672740535742777	progenitor
Zbtb38	0.01643151784647601	-0.0195425692241767	-0.0032022382174154854	0.006242484574106373	-0.002288206844564973	0.01564104323166084	progenitor
Rnf214	0.010288523579104	-0.026544151576727657	-0.004503868757145874	-0.004232830809245577	0.0036032375912937228	0.016049100496876047	progenitor
Ccdc186	0.0054503050303300596	-0.00819878404931638	0.029221638930588937	0.006483481268332177	-0.020120220657181165	0.016914193168410568	progenitor
Rnh1	0.0047074178429009385	0.010322062078065148	-0.031190096639758354	-0.005353999140995876	-0.013834758143470486	-0.011967017349229236	progenitor
Stxbp5	0.006939884707151661	-0.003950731104424869	0.02083651472334129	-0.026983532572709818	-0.01608856028518502	0.011597962909414637	progenitor
Stxbp2	-0.009782476996329198	-7.101961030242057e-4	0.016389274041477733	0.002333199180449744	-0.0342460331191529	0.011792058954848432	progenitor
Tmf1	-0.013762375786175398	-0.01400684771749522	-0.012697981533528921	0.013310697009454336	-0.018407329161032285	-0.01179975579336974	progenitor
Chchd3	-0.005710348294326472	0.027119100823971967	0.006131829921452649	-0.0060532410477459496	0.014071947044023972	0.006999627483398516	progenitor
Ift27	0.01225106933543674	-0.008317472926277242	-0.01168161760887749	0.017905716597894795	-0.025216892228629443	-0.007272639966225084	progenitor
Agk	-0.006246146269620486	-0.01725104849760659	-0.009381147885372192	0.02096960508074541	-0.023344287812727155	0.010668412743883027	progenitor
Nifk	-0.008073357408060955	0.008236294851565245	-0.019013270758413338	-0.02368030075204705	-0.01939097053170553	-0.010788898614404501	progenitor
Tfdp2	0.016274401126275127	-0.00980271571277639	0.008510585999544464	-0.017158946370860302	0.015055399951393243	0.005144566564535701	progenitor
Phactr2	0.010882650051385223	-0.02411754508933509	0.0073796364646620954	0.009691724937740225	-0.00832521584132887	0.01581058824934724	progenitor
Eapp	-0.002831285376969908	-0.016347725050058957	-0.012877008933563779	0.028616325413113538	-0.01338241570153289	0.010324213847830686	progenitor
Comtd1	-0.00452229456543935	0.017080690421321442	0.024992566985030443	6.754990395597314e-4	-0.01862213143419379	0.012203416099582531	progenitor
Cfap36	0.016266454052278428	0.008862188353628	0.015482647293842088	-0.008498475291044017	0.016477244971578264	-0.017264604336061785	progenitor
Marf1	-0.01067101641631938	-0.012637112865154992	-0.014820393775139476	0.01036560962882803	-0.026618848016751726	0.0053008728404398756	progenitor
Iqgap1	-0.009687068710721202	-0.023855546302217416	0.01092777643748529	-0.01305243286182438	-0.002680558526319259	-0.02245917858303367	progenitor
Irgm1	0.0010685405212117005	0.011764478160154159	0.024050569292234134	0.01874584970243702	-0.02010628664861635	-0.005722146405756311	progenitor
Runx1	-7.277748296639599e-4	-0.020396917970025102	-0.011147899113101777	0.0028876294051548494	-0.029816831525809447	0.010616368827491859	progenitor
Anxa11	-0.01906694723968128	0.012351496090735601	-0.0011314006304827373	0.010017575481818981	0.005080568835708573	0.006730887668621301	progenitor
Kmt2d	-0.01587538599683736	-0.012718557987880984	-0.0016038662859393677	-0.012959364692933422	-0.01957537457933127	0.006182174465879251	progenitor
Abi3	0.016576857032183315	-0.012106550581368112	-0.007521861506437305	-0.005769104982198582	0.019917889169513602	0.010423240031650521	progenitor
Snrpf	-0.01842739805254797	-9.624079270615238e-4	0.018934778744187246	0.004098153191258407	0.0030431728653848005	0.024007451523814317	progenitor
Npc2	-0.013168449203978637	0.021870258206759384	0.009834750299090707	0.00686070730989579	0.006470606886795728	-0.00999799427467654	progenitor
Ly6e	-0.011339629860312004	0.02421924605839669	0.0010430601202669099	0.0024912797775523683	0.013671114140378644	0.03551635837329893	progenitor
Ahdc1	8.895685716854545e-4	-0.0018870792939259364	-0.02031588265321131	0.018168485459660336	-0.030832263009998365	0.004452741148919892	progenitor
Rps15a	-0.018824921578074878	0.004271429545917821	0.01692993087353401	-0.005077134230134089	0.0023788390328298332	-0.021513252998845524	progenitor
N4bp2l1	0.008498556029962915	-0.009081564314497489	0.019740135984300303	0.012041756030842768	0.027191059430904826	0.005287617339133751	progenitor
Pde4d	0.019460871173712032	-0.0032793505556882366	0.002604797018081445	3.915337858605902e-4	0.01900217757120367	0.004822962589046808	progenitor
Stx6	0.02050085271635737	-0.003449657536733336	-0.006903382877248465	0.00785882977405468	-0.0075435718639250875	0.004266241680604166	progenitor
Rnf20	3.7921799239029087e-4	-0.019130690465542593	0.017817799627755496	0.02404346379809671	-0.006721459164323541	0.016589689621570737	progenitor
Rbm15b	-0.006066207699444424	-0.004285930582837321	0.00868353380719013	0.029545381381433446	-0.02521126359749165	-0.011701139164555655	progenitor
Ormdl1	0.006233515060497795	0.0034166648108320337	-0.010745683016405577	0.02219780954563055	-0.03195031321470243	0.010219323673601519	progenitor
2310033P09Rik	-0.0012495959871051704	0.020421640002295113	-0.020530745766109762	-0.01903314861697136	0.0050678617382105395	3.241158726993366e-4	progenitor
Add1	-0.002365952615719982	0.004039185007220163	-0.02887460106784948	0.015533722432065699	0.019473766514223344	-1.7888279177785018e-4	progenitor
Topors	-0.016393419544211273	-0.008373451887166383	-0.013905146249763044	-0.014804105465747813	-0.012395228744560567	-0.005036283493410321	progenitor
Itch	-0.007518584400384674	-0.01211690037008559	-0.010230407233424504	-0.030726208989277085	0.012450785923149039	-0.004893206396211938	progenitor
Rps13	-0.019138096536940537	0.012550515809859605	0.007026168546322112	-0.0017866913233213085	0.005277051994654223	0.0015578924852961815	progenitor
Mnda	-0.013677547829656607	0.012269520796613394	0.012046316427895191	-0.005499583911048699	-0.02459161998806625	0.018079736946750753	progenitor
Gm4070	-0.020111602519486484	-0.0047453697563439095	4.074710112518175e-4	-0.00787587419651499	0.012406608379203259	-0.010342310393483978	progenitor
Agps	-4.1905394765966446e-4	-0.013542143954136799	0.0019224204265336979	-0.030219990395243958	-0.02208478085472756	-0.011442136677544715	progenitor
Tarbp2	-0.01161804017142484	-0.0041613538805082605	-0.0023712527538241124	0.032308376127989286	-0.01132771016754929	-0.017032520770295906	progenitor
Nudt22	0.005957986167075263	-0.015441966687519876	-0.024689889508902184	0.01649598698196553	0.008719679872713541	0.004279814033250491	progenitor
Pin4	-4.559652827709924e-4	0.011513787056962526	0.022385278464998257	-0.002876271229794387	-0.030096714798379182	-0.005345807129738522	progenitor
Casp8ap2	0.007638088036489633	-0.012858788355932413	0.015922106296818655	-0.02858703355175842	-0.005267482823219029	0.005621774013510945	progenitor
Map2k3	0.017395031182566054	0.004362810582069739	0.016143436177240903	0.009754437872593811	-0.012397989971862944	-0.012034396548967726	progenitor
Snx5	-0.014329529897870234	0.013761148297346877	-9.8232360918105e-4	0.02204630002448775	-0.01123302869406866	0.0062395665119329355	progenitor
Fyn	0.011079686199312072	-0.021916093081434426	0.009588591226878882	0.008627710178341012	-0.014046023912694381	-0.0012376134724066043	progenitor
2310001H17Rik	9.846221171337694e-4	-0.027110813196096952	0.005614159201495866	0.008135292287270475	0.016110357810462352	0.01088506141684968	progenitor
Sepw1	-2.850253755279462e-4	0.02211212544339761	0.022710062860597274	0.009537745426359122	0.006039201506361013	0.023658661419458965	progenitor
Ikzf1	-0.008397527412124225	-0.01371657100066327	0.012019840623668268	-0.024172450248467366	-0.01878147904633214	0.03490576495800584	progenitor
Gse1	0.020094295148562025	-0.007463110552423742	0.0033814801774055604	0.005851236544427426	0.009635587112763556	0.004499746531652617	progenitor
Nsun2	-0.011720513577700284	-4.784038038645478e-4	-0.020486507838100926	0.015203423199902526	-0.02175976644445185	0.011267084863884247	progenitor
Dtx3	-0.0028453478733496827	0.017289268895374868	0.028164738471671995	-0.00822861683099317	0.004083069687584638	-0.015821128528664925	progenitor
Pex11b	-0.002145190234753502	0.02944059860905791	0.003511877158120546	-0.00168999359784085	-0.008063145942406612	0.006575249242528097	progenitor
Fkbp2	-0.010609079064976363	0.018027909731883892	0.0057430386229540605	0.022723653192975663	-0.011473897990372043	0.01198429337456254	progenitor
Nfrkb	0.006276834282725309	-0.024044458313901482	-0.004681428290601217	0.018669565637838687	0.0105784498517711	-0.006918908753530452	progenitor
Ppp1ca	-0.00692095683032645	0.028637793171824265	-0.0012874749562004659	-1.3759700398883844e-4	-5.62747908770202e-4	-0.021925410256402607	progenitor
Usp1	0.011087958903752063	-0.024219667302065595	0.00633941214887553	-0.010180522544636462	-0.0019383636716481388	0.004799075119392688	progenitor
Ctps2	0.016117302033841905	-0.013211991417961304	-0.0033679312270571767	0.019563982004146253	0.004876671762061191	-0.0014007453888966739	progenitor
Nasp	-0.016761219174392702	-0.013006059738733198	-0.014622542133064223	-0.006639907226531396	-0.0063699749187505214	0.0176109699412987	progenitor
Wdr92	0.015158767381031451	0.004507899105539934	-0.009128765280946492	0.023145058101568437	0.013635739236729045	-0.012552880829218462	progenitor
Slc38a1	-0.017208149470373395	-0.0088406558827855	-0.018821163693849736	-0.00299106279684634	-0.0013902073506936892	0.006082514495928582	progenitor
Rab37	0.01651457830982004	0.005947423933270784	0.004298031462734865	0.02351805780085929	0.007258354833481868	-0.006751663861955985	progenitor
Mta1	0.009645927616158437	0.011337071739196264	0.01993981704543471	0.018690341358892956	0.016508715038621877	0.01687439508710685	progenitor
Drg1	0.008780215472457558	-0.013972794399345605	-0.015601434486382194	0.011591426438897911	-0.025935765789158582	-0.013165104502197624	progenitor
Lpp	0.008472568059808111	0.003804418915401164	-0.0232631088775878	-0.014843476123900978	-0.023115646462724168	0.004984415865247312	progenitor
Mxi1	0.0031195820766576716	-0.00897962149670069	-0.023994583766134978	0.0027138520428820153	-0.0290392531087241	0.004632577685095544	progenitor
Sec61b	-0.01997042101773201	0.009067213362736172	0.007740881856956181	-5.023105414100474e-4	0.0027574097316978487	-0.032833181047707626	progenitor
Malat1	0.0012091880580234215	-0.028958525394181846	0.0019184180390421544	-0.010492638658778869	0.003312111347196826	0.022473731506031238	progenitor
Pdpk1	-0.0031506135104694185	-0.011129622006170329	0.01012019962298409	-0.03299504024113594	0.013993805172120424	-0.01624861271588801	progenitor
Akap8	-0.00864575561402559	-0.02348747726563579	-0.007032895069987072	-0.004752471754131097	-0.0184525928143555	0.011135587175965557	progenitor
Slc50a1	0.010583131474698871	0.01606810728316725	0.013868852103822453	-0.015744063072430543	-0.01820148119244262	-0.005624155813713517	progenitor
Kctd18	0.010126215346214499	0.0015855542833964516	0.015651062846707985	-0.0138717794267761	-0.029796989666857298	-0.00597943232217842	progenitor
Trim12c	-0.00960732356300025	-0.0190169964062776	0.012164519670388983	-0.02064221157471528	0.007153041221092632	7.146182010201705e-4	progenitor
Rpa2	0.013394266678602787	-3.399103450428236e-4	0.009226240010266284	0.02321439415431088	-0.020295825822817647	0.010037511203069116	progenitor
Ugcg	-0.0038641237793813786	-0.01548171843261762	0.028494477525383116	0.0109399140170202	9.021548848402673e-4	-0.005703477152651154	progenitor
Ltb	-0.013733024634366115	0.008135394685034807	-0.023532390149282836	0.008185577370518109	0.009452967280043321	0.02336835625794121	progenitor
Cd86	0.0092450501775394045	-0.012468865375139419	0.023568742064708482	-0.012878194272922059	0.014448595160206707	0.017001699996350574	progenitor
Ahctf1	0.006428569642996273	-0.018750267719769252	-0.013869183181286104	-0.0015459264568449325	0.02649626909035822	-0.006458728148582729	progenitor
Itgav	0.01585522154334056	-0.010508465463663358	0.012856873165833057	-0.0034042092706076115	-0.01932566846582659	0.00470262309309504	progenitor
Izumo4	0.006843560611612281	0.006587140162345671	-0.005628009842733139	-0.036725071829599415	0.0023111782457188243	0.0058408741831936905	progenitor
Hgsnat	0.007128689488548987	0.02267176647035653	0.01877287772695169	0.007125742898046292	0.005456618463139597	0.011868486037975223	progenitor
Jund	0.014158640252541984	-0.021732817027430077	-0.0028840280252185636	0.006854112795066552	0.0036410585326810204	-0.012793211686093365	progenitor
Kpna4	-0.002354636552817453	-0.02115207373852765	-0.018778270010556944	-0.014029075418128431	0.013613328727329186	-0.011729546446332414	progenitor
Ddx24	0.006795306270777829	-0.01211594403614803	0.024680633388324477	-0.015923944917036054	-0.014296721910240189	-0.023071542020806992	progenitor
Mdfic	0.01931892776103958	-0.01065882997297453	0.003900017437290548	-0.006240359431260922	0.007229419431933633	0.01611966727936465	progenitor
Lars2	-0.016806718996863132	-0.012654906115014526	-0.007626487724795171	-0.016158110157146775	-0.0025227246832494887	0.01187768642014166	progenitor
Dlg1	-0.012513753499088264	-0.006496192892608961	0.02142990663732329	0.0012947550027551796	-0.02185085203398495	-0.010660711990076012	progenitor
Mbnl2	0.004722022669248236	-0.025625075943563263	-0.012512478213377231	-0.008536001855758408	-0.010279512261379818	-0.012499458333905212	progenitor
Rptor	0.0023470695401326554	-0.027735255996439206	-0.0034205704027248395	-0.01393295604405817	0.003076236459280373	-0.0062950997085716295	progenitor
Tnfrsf25	-0.003311590760957112	0.020940791406926423	-0.023138605633130492	-0.010654270967017291	8.604837139201593e-4	-0.0052680268181563615	progenitor
Pde2a	-0.0015778568629716586	-0.008039764920012736	0.02577369768832867	-0.025356926217955485	0.004070412731259658	7.937229939546293e-4	progenitor
Minos1	-0.008269080053296587	0.025045456010868085	0.006166241801038988	-0.014066150182753027	-0.0018985428104925763	0.012722003943452397	progenitor
Trim65	-0.020054281504873036	0.0036961265629425455	-0.0056112135034314505	0.010991926695508315	0.0038806179468417095	-0.010614559685138867	progenitor
Uqcr10	-0.01948542314425965	-0.008881263428059989	0.006969962107423795	0.00500134948933645	-0.007431785584878248	0.023595434473426703	progenitor
Eif1a	-7.399752688537599e-4	0.0028045631603403863	-0.02228200441173063	0.018719881353862274	0.026909296031609464	0.016908178869966026	progenitor
Ubn2	-0.005326142743957172	-0.020326003409382107	0.00765490854626761	-0.026259256607257364	0.003692419189471303	0.006287589249122611	progenitor
Tgs1	-0.011299644055883467	-0.013343599493941124	0.005389303502343939	-0.015520535267811927	0.025676372501508497	8.614475333458668e-4	progenitor
Mir155hg	0.012063315402486008	-0.009718977543676264	0.026624570297065605	-2.1046732611195343e-4	-0.006231884990474359	0.0051718970884765195	progenitor
Slc38a2	-0.008354334812797445	0.0031494636111823564	-0.029174621873301065	-0.014361184706897774	-0.008880138122890036	0.011366581375072009	progenitor
Map4	-0.016747408828365902	-0.00582601478842083	-0.020528202020818512	-6.823316682774903e-4	0.005764452569755616	-0.0053555617913095595	progenitor
Lzic	0.0017269232763961798	0.02495002746387434	0.01650836893545345	-0.011526615743120009	-0.0017943503309208976	9.357883364025753e-4	progenitor
Snrpb2	-0.018599454846739076	0.004770969856864433	0.015917729639061892	5.520401575085914e-4	0.005555432896063186	-0.015733427627983517	progenitor
Raf1	0.01486175615054242	-0.004884346550874337	-0.015200356787100501	-0.009028419817305493	0.02191842043383756	0.01643935064545111	progenitor
Golim4	-0.0023667142378679673	-0.013535333177023042	-0.01974850448568913	0.003052972959863092	0.029652136292389077	-0.011573567381792644	progenitor
Tuba1a	-0.008199683721227539	-0.014701771039178838	0.02118654090005492	0.017253181336407263	0.011663152911107508	4.6633284067505644e-4	progenitor
Cyp4v3	0.016131795751995782	0.004348329684636554	0.017920377488516156	0.006844664206506886	-0.015265324558880177	-7.542902254399415e-4	progenitor
Ripk2	-0.005924863207317181	0.016081244223482255	-0.009929155354574245	-0.02388475197623568	0.019434479954919228	-0.004649179452318206	progenitor
Rab22a	0.013394295590334072	0.00853719181364068	-0.011065136817825276	-0.0032580883660576596	0.028024688095451056	-3.805722429012611e-4	progenitor
Cnppd1	-0.007077787549467076	2.0356610843479158e-4	0.011778356287382498	0.03506168808860866	-0.006100968980217689	0.0112157898580667	progenitor
Zfr	-0.005048687860200672	-0.02615339302042479	-0.01187997240206366	0.0075516992121605325	-0.007489879573162124	0.010508621483906721	progenitor
Cited2	0.01417816221534334	-0.02137377871297074	0.0022045246866404184	0.006505956541811721	-0.005334581750928	0.02148251717371945	progenitor
Ddit4	-0.012721608464728345	0.0073963358152879495	-0.021229650393426943	-0.016806523524593744	0.009805532192920638	-0.016078797583795792	progenitor
Skiv2l	-0.014132744762466678	-0.014305460633401532	-0.0030084240134861957	-0.02283098667530897	6.730393327907676e-4	0.012318020349131067	progenitor
Mau2	0.01233208755658768	0.01282061962848941	0.01412371545749133	-0.021728923201421103	-0.0074876153596772875	-0.016927209742609528	progenitor
Epsti1	-0.008560971635278141	0.025982132404104158	0.004693782175020536	0.002312134114672432	-0.010482817407906155	-0.010414292562239419	progenitor
Exosc9	-0.01582361013395011	-4.147212167054925e-5	0.008207494572577311	-0.014538456393127822	-0.022149529936734014	0.0010483517294385361	progenitor
Nup93	-0.01358688329194136	0.005907900068759528	-0.0226374905446331	-0.00742983964569362	0.014575702208308132	9.094498287225289e-4	progenitor
Spr	0.006961057314147955	0.007819076630671351	0.008355700309532687	-0.03382582272831713	0.010451450879621162	5.069813127908799e-4	progenitor
Phlda1	0.015194054375281736	-0.0033036971809931493	0.010932592896649834	-0.024778519996432914	-0.002161214908316192	0.016882371776319693	progenitor
Nudcd3	-0.013164549616792049	0.01803730247796847	0.005829064985723347	-0.010248908626433073	-0.017201842368211696	0.001219860462031841	progenitor
Cmc1	0.005936543426894804	0.003800353381077941	0.028596615927904388	0.020175456032907043	0.0033397074481680755	-0.011632378204336014	progenitor
1600014C10Rik	-0.01163647110543992	0.0161682274565336	0.01947529493416411	-0.0108593151697179	-0.007878303128743073	0.01852630648708355	progenitor
Snhg12	0.002193833721658833	-0.004580078159207709	0.0020847879570746247	-0.03869576843486658	0.0076023468166513996	0.011962874554412393	progenitor
Rnaseh2a	-0.008819538566008122	0.014322982922938864	-0.012451547633415806	-0.013698932259410948	0.025729763698427617	-0.015814739553770187	progenitor
Mrps5	-0.0012209762763196483	0.01663528221245086	-0.020942336142471776	0.018658639370705842	-0.014862465941166294	-0.017395788388413866	progenitor
Sel1l	0.0035077101158161824	-0.007178337521414405	-0.01682878506384411	0.012168497534789265	-0.033268482126050596	0.010225771876497251	progenitor
Mlycd	0.011205829409007677	-0.019481126085918305	0.0055179180705955	0.009816894545272039	0.01968488165501691	-0.018070258285518108	progenitor
Zfhx2	-0.007957401941325779	-0.01799995889017675	-0.004259162536106279	-0.02661469510070886	0.008373652607919911	-0.010990158150075063	progenitor
Gtf2b	0.010297969948541204	0.021880481452742722	0.010088859357123248	0.004008267141218472	0.01570411387155423	-1.7548439789654272e-6	progenitor
Mctp2	-0.01350375199270224	0.018084801976846508	-0.003950211264314004	-0.0010874372835989324	-0.019862930376854344	0.01804777429357121	progenitor
Mical1	-0.013500436439244205	0.016223528366395547	0.006454655711142548	-0.016159436044861968	0.01376116437174365	0.001559077085520836	progenitor
Anxa5	-0.0029820609533655093	-0.007350970398494849	-0.033163118000230425	-0.008506519281824982	-1.722334299063884e-4	0.005256557893598296	progenitor
1110059G10Rik	0.016830838176341213	0.0034151615908452723	-0.01739891354553256	-0.013624259859123336	-0.0019752235272894273	-0.012183730991738067	progenitor
Mrps18a	5.267945409002548e-4	0.02516606931497995	-8.555423225432467e-4	0.011785574186627665	-0.019029773338512607	0.0059096326607188	progenitor
Ahsa2	0.010284490712350958	-2.5407383194467875e-5	-0.002744564253043164	0.02648609856930935	0.024377567432588242	0.010722494092635022	progenitor
Papss1	-0.0019077871348416333	-0.005367091643233	0.034449755074402774	0.001152772773858517	0.00523444363245242	0.011931702644908814	progenitor
Pop7	0.018812034875051765	-0.004620533303581473	0.009949081895073722	-0.003776214709438271	0.013786465861235	0.010662848454155065	progenitor
Stk4	-0.004802994409201348	-0.014064356416830806	0.027718043957208484	-0.010127981375787385	0.00958759736598163	0.006118958789436231	progenitor
Mplkip	-0.0185181952364939	0.0021026217851442207	0.011782979686167035	-0.012031364530500509	0.007786913754562781	-0.004440390497827539	progenitor
Ephx1	0.007190298482095996	-0.009493787026585711	0.027820191464284428	0.009016885246908154	0.014643052571038557	-0.005975886885285777	progenitor
Gm10250	-0.006445913494842881	9.288081935095052e-4	-0.029637252176392275	-7.728638570140233e-4	0.019555855782574374	0.005749134685479135	progenitor
Hat1	0.0038197975004249218	0.015543465857845567	0.003604131498431525	0.0066931569906445625	0.034788440634169165	-0.005132035666585458	progenitor
Vamp8	0.006878761369587018	0.02671064817253976	-0.008863231934080047	-0.005794244908018961	0.0023761477537245666	2.8039351710682734e-4	progenitor
H3f3b	0.017551076665949305	-0.013198345386969472	0.0075579412654629185	-0.006214988758753827	0.009476159217661831	0.01045852086275413	progenitor
Kctd10	0.0023767993508308207	-0.019608837958053682	0.0029509274640861427	0.004321767645035799	0.03135359368148641	-0.011783303845125735	progenitor
Hspa9	-0.013277619093786143	0.006771374963001888	-0.0020443680416660824	-0.0297154065206208	-1.31812447813402e-4	0.012762322042647952	progenitor
0610030E20Rik	0.018206791636240494	-0.010731923392058062	-0.008522139182719617	-0.009839968020280395	-0.0049469829400553104	0.004603112056276383	progenitor
Mapk1	-0.011766777818993835	-0.0185785270840148	0.00967635109757557	-0.005599485151815988	-0.0194721572050516	-0.005494342405982401	progenitor
Lpcat4	-0.006340888667901966	-0.01591781932922949	0.010097169547822138	0.020268523130651857	0.022876508842965354	-3.19805704401967e-5	progenitor
Hip1r	0.006995014370365088	0.013537987876031736	0.004102353697573532	0.022381461595419223	-0.025592539516723245	0.016619716784996855	progenitor
Gar1	-0.011137915026547447	-0.009294407263915571	-0.02412544762742752	-0.013680002914865211	-0.008884229610862923	0.011748766245662692	progenitor
Nfkb1	0.019260467058540797	-0.009483211934334677	-0.0035506847602476787	0.006210152013522991	-0.008150787150984561	-0.0015060011982972873	progenitor
Gm9493	-0.011979669448417997	-0.0138028701288336	-0.015281987764519906	0.0209727729225552	8.919408158537642e-4	-0.006134802326892504	progenitor
Phf3	0.01613427911056221	-0.011614602523576482	0.011078783442539136	0.0064986533515242004	-0.016117303238522025	0.004515403337167973	progenitor
Mrps10	-0.004391381328918124	0.017282863365671603	0.0028123488832977554	0.016287198521041803	-0.028572529983451046	1.5771536151043013e-4	progenitor
Rnf103	0.01499349709160787	-0.014929158305905656	1.7496476215587997e-4	-0.019494306608451244	-0.003139568997156441	0.016295696364428333	progenitor
Lgals9	-0.015773336849193822	0.010446712280891545	0.016355790491246868	-0.006809504849464102	-0.011876006383985407	-0.015595831514496896	progenitor
Phf21a	0.002838450338094817	0.022115357587616746	-0.008023577562585982	-0.02402946412365337	-0.004108720809758676	-0.010710997182254472	progenitor
Prpf18	0.012225539632834972	0.007985665993537356	0.015249846779506993	0.008835827246257122	0.025594091998923003	0.011479740618494166	progenitor
Lamtor5	0.009003796810776704	0.020888689142170333	0.016305728503485002	0.006890615295777191	0.011836853042277634	0.005853026603770876	progenitor
Ap3s2	0.0027832136000417998	0.011741104824985244	0.029559409173067142	0.012563591229014369	-0.006639947782050573	3.541921295593367e-4	progenitor
Trmt6	-8.847051981169428e-4	0.01263413890347534	0.031280890544175266	-0.006671019960176742	0.0017679364918366236	0.012585119171361594	progenitor
