gene	PC1	PC2	PC3	PC4	PC5	PC6	cluster_id
Ier3	0.055520939794061044	-0.025413674196040365	0.0247637970695906	0.002115201275518513	0.024836770532255643	-0.019908197333709937	progenitor
Bhlhe40	0.04884793419168163	-0.049227936628818705	-0.014221699714941347	-0.002094648212935393	0.004000107663158618	0.007995378051696254	progenitor
Cd81	0.05584838788135824	0.0014599394312124136	-0.03451985186778952	-0.011769231665557127	-0.020643168283075018	-0.003300659855134304	progenitor
Snrpg	-0.051366552176836514	-0.03827300965285139	-0.003000296117276039	0.027055737601905556	-0.006982729014473861	-0.004635243884015228	progenitor
Prss2	0.031374348489280696	0.008312657831997916	-0.06851997840675403	0.008701883011447078	0.059818823341089046	-0.012858855736584846	progenitor
Hcst	-0.0566511830437277	4.2111428430183044e-4	0.028474234521211866	0.002693053080914924	-0.013715447434554585	0.026101511737365177	progenitor
Rpl27-ps3	-0.055163790269933274	-0.022321097289936174	-0.016046520487339237	0.018460371618142665	0.009225488543293782	-0.004341081162943429	progenitor
Rgs2	0.039973826272940084	-0.05777538443030863	0.011973286631574256	0.007774324947610065	0.016351669146094986	-0.008945210371393352	progenitor
Rpl29	-0.055000539036303454	-0.012784225567685818	0.02622872660865263	0.008409983069052525	-0.013777591116199571	0.0028317879523311897	progenitor
2010107E04Rik	-0.05492442565038703	-0.00613412971789722	0.02023489415575277	0.019978055754857973	0.017135744993562102	0.008377016823427737	progenitor
Rgs16	0.04367833140394168	-0.03080131200968662	0.04918672431046162	0.004011417891112376	0.02001192283354474	0.009448611245748587	progenitor
Rpl6l	-0.05140821790549499	-0.026507560540420003	0.02047448858587887	0.01811274934954237	-0.019945250386370062	0.007243349546873357	progenitor
Tmsb10	-0.05632364591760116	-0.009609800923192155	0.011186151245379465	0.006445432705950586	-0.0019809928672641416	0.0028926157718243534	progenitor
Hspa1a	-0.028486198154553204	0.009650475400350331	-0.07370591721040932	0.036218055421332	-0.008468259115477965	-0.006113784508742319	progenitor
Rps26-ps1	-0.055015608942994246	-0.016997039840657455	0.0011478942698303657	0.0036049065001192496	-0.005318593306178539	0.007898914089381284	progenitor
Rpl6	-0.03893747986971042	-0.03074241897365199	-0.054465612875933905	-9.052573829577034e-4	0.021305892254721858	0.012004377702020818	progenitor
Crip1	-0.05474752445367987	0.009481631299009502	0.01120363425996014	0.006001842352940734	-0.008096502836737605	0.03711221923923106	progenitor
Gm10263	-0.04730670569668293	-0.02954534550119009	-0.016494988032342797	0.02159824787228734	-0.0184095216078996	0.012289440736185672	progenitor
Rps27	-0.041821264570805664	-0.02922526700652612	-0.037487738870606524	0.019607435146830544	0.01607809433030513	-0.005163569469320583	progenitor
Fkbp5	0.05107690475121657	-0.01739245634728257	-1.2472705162179843e-4	-0.006865030086125759	0.01679342697952644	-0.01977793824573891	progenitor
Hspa1b	-0.025718663198312456	-0.003337918613192327	-0.05778741231895604	0.058835769593468555	-0.002456663779294005	-0.006951109319615196	progenitor
Tspan32	0.04764014601126231	-0.013493657003053055	0.01739484481553489	-0.03553837896198205	-0.00436305706551869	-0.007565725799602442	progenitor
Maf	0.036284556776231804	-0.0524712728779311	0.005115698525479648	0.0029735106728823882	0.014361098732153035	-0.014124314253336922	progenitor
Bola2	-0.0475631332516258	-0.022523024807773025	0.0058259128000027775	0.02938492770560019	-0.003865439514805931	-0.003904595686897721	progenitor
Ctla2a	-0.02952503914046716	0.023864813758867766	0.06393472726885918	0.014092875794946277	-0.006858797342334724	-0.03165210761209482	progenitor
Dnajc15	-0.036324131161282296	0.0405516773755902	-0.017794732518996468	-0.02716985180029457	-0.0279418850220969	-0.01418881021525943	progenitor
Atp2b2	0.045461874946740394	-0.021168221968906276	0.01646867014901406	-0.01696807453124673	-0.02827466547879929	-0.007920998136789556	progenitor
Rps15	-0.04239111462890989	-0.034902912815436726	0.014698934328528266	-0.005109895937960133	0.023503218872460273	0.013424901444997734	progenitor
Rpl35a	-0.04891546785115557	0.0010841596424623705	0.024422430125158105	0.0028776856723687115	-0.010339003891020047	0.02570413589880827	progenitor
Tnfrsf18	0.036130389194473006	-0.001702449448692236	-0.053097685443039194	-0.032688128027568764	-0.005705094790075609	0.01502310423204533	progenitor
Rpl36a	-0.049854484231516207	-0.00811329270477848	0.012011678220500463	-6.233857064747592e-4	0.002422980147210603	0.026012484251504243	progenitor
Rps18	-0.049626469326391864	-0.010659720617598057	0.01127040590932096	-0.0023587379910423186	-0.0012854328473439688	0.0025624848391188836	progenitor
Sik1	0.03463902426003576	-0.04831519254591465	-0.012135550819597392	0.012587208594799112	0.015237031081480725	-0.019935611157695324	progenitor
Xcl1	0.038399055893173	-0.01841756534157839	0.04466734137779701	-0.022144709066640993	-0.005166869144670159	-0.00145511782840507	progenitor
Gadd45b	0.041952639139183186	0.01367310734428465	-0.03779566441153372	-0.017389903630447116	0.0030456796593580694	-0.018880800960400117	progenitor
Il18r1	-0.038743525433973545	4.065427224433065e-4	-0.05087750334615872	0.003303787739967244	0.007531673981252884	0.0068203460782816075	progenitor
Ifit1	-4.810924150385889e-4	0.06339648015603248	0.030617780440206938	-0.0013338237466958987	0.014006486976981307	0.007724231308445874	progenitor
Atp5k	-0.04343150305043339	-0.028163388296653737	0.008118409152380348	-0.0030848801136286897	-0.02034142446629523	-0.00993355327639364	progenitor
Art3	0.04269453678504345	0.0046424081986316265	0.021387976642392545	-0.03550995792419645	-0.008347627339528997	-0.012730410189851885	progenitor
Nr4a2	0.02908389655638213	-0.04795086803451738	0.023774758992829974	-0.021297534629244635	0.0035369396291384672	-0.0017344332803878894	progenitor
Cd200r4	0.04339756877666782	-0.019468120684426986	0.009432918992663578	0.003537003834316215	-0.030404623292898256	0.008212383727482193	progenitor
Fkbp3	0.0024681383638618676	-0.06479204981206638	0.01761344933029063	0.009062347477837056	0.008545305540397768	0.0038499780081127323	progenitor
Plac8	-0.02002751276783722	0.05759884326214141	-0.004235212201948367	-0.026002567879557827	0.0011697360647242416	0.008616723002884415	progenitor
Cd244	0.04230975115115113	-0.020186599618159915	-0.020761058883895914	-0.013324022215027419	-0.015119877023739861	0.0026256979986963723	progenitor
Tmem258	-0.046352098777340985	6.461930038824426e-4	0.011794961190771463	-0.011370001123065285	0.009449763041144796	0.0025963202975355895	progenitor
Dapl1	-8.189066650022301e-4	0.012135976435346836	0.05137460633549703	0.0268653203297728	-0.06386518491025668	-0.011775680189261938	progenitor
Rpl7a	-0.038412647240797716	-0.01486206803655192	-0.04078898310109409	0.0013351659249819792	-0.0016870275467608538	9.964575779607063e-4	progenitor
Gpd2	0.041727408219356235	-0.01472911119130294	0.029468103868695812	-0.007287961575497856	0.0018568729463684847	0.015174341000523976	progenitor
Satb1	-0.04343059637306507	5.125030941205557e-4	-0.02391502692412938	0.014837303944654106	0.004306184178750238	0.018962562066368392	progenitor
Myb	-0.037992110501369546	0.0039945823295363565	0.03087462833157273	-0.011981135730999667	0.035423132327786815	0.003353706891740759	progenitor
Epb41l4aos	-0.04283867846993136	-0.022767980402830137	0.0058687290032683895	-0.0032954591429741457	0.002954053735260254	0.0018437242808921268	progenitor
Ifit3	-0.008132326646598536	0.04131447952931611	0.05653341473840528	-0.00297477572689785	-0.008967323656417798	-0.03205231077571443	progenitor
Klrk1	0.01239060094861134	-0.007224179878890671	0.0641434321269353	-0.023629883123828348	0.03437566030116124	-0.021922693594158514	progenitor
1700097N02Rik	-0.03614171850187397	0.034782126252373695	0.014005544424984386	-0.009838283961879322	-0.01765559210572123	-0.0025671516918041003	progenitor
Rpl17	-0.0387707246870737	-0.02385101580380413	0.0028750893794331597	-0.017170341512091895	0.028335781823314674	0.013456163739548412	progenitor
Uba52	-0.029889047887467598	-0.0344060321107892	-0.03284487017149607	0.01504025074553713	0.019127273801783563	0.0061666040835986514	progenitor
Klf4	0.029039394669270885	-0.04638051169687274	0.01287200199856258	0.010753190043366844	0.0017613433276515175	0.00899685537623221	progenitor
Batf	0.04200180797456741	0.0072407393763141235	-0.020413233052894917	-0.00640408686218049	0.016637410018786002	0.02085951565825555	progenitor
Erdr1	-0.016777393969363973	0.05533656336013019	0.016532315799119488	0.015332837233905492	0.0066019228678597195	-0.014869175303276727	progenitor
Isg15	0.013830382600500353	0.046343174051125126	0.042794730620845295	-0.014327597722906314	-0.005065294330462845	0.02402146456180373	progenitor
Gm12840	-0.036941979547019554	-0.016765575652725725	0.02704517287651744	0.02624380125606027	-0.002287873442299294	0.018720376018713354	progenitor
Romo1	-0.04116467335322289	-0.004753287768453919	0.0195930117492601	0.006315185529290267	-0.019166829929065255	0.019550199528723278	progenitor
Oxsr1	0.03895377077430947	-0.022149968593055906	-0.016856482098220743	0.014476710364858017	0.008041660222738884	0.00864808263648474	progenitor
Tomm7	-0.042106244626092366	-0.008144389118001203	0.015910271550378847	0.009580081009382348	-0.008584288367338844	0.013200949153447506	progenitor
Sec61g	-0.040826473094015	-0.017605161063723857	0.005961008657551154	0.009294321010661485	0.00584265393085602	0.02441942507551727	progenitor
Irf2bp2	-0.00788088620309166	-0.036656690528784994	-0.006501724412414502	-0.06160703170903824	0.010243724726550245	-0.005306180849454343	progenitor
Rpl23a-ps3	-0.033374107954473806	-0.03508118585353195	0.011625941009438305	-0.005884321974238251	0.011588138094225459	0.006692269075648045	progenitor
Myeov2	-0.03664557094089268	-0.0200886429154358	0.01187191417956574	0.01069149812526878	-0.02728917327580186	-0.010367014034049913	progenitor
Rpl34	-0.04201366688668937	0.0015221663510492137	0.009018546139877482	4.2847655257855947e-4	-0.003617286084270858	-0.020434378038665837	progenitor
Rpl15	-0.03226754557218482	-0.015490971038117269	-0.03771405897420387	0.013433616946970615	0.016939022947503202	-0.01043727322137505	progenitor
Atp5e	-0.04132548249324708	-0.003306881163319993	0.01299709871991879	-4.771296884658242e-4	-0.008544460810992865	-0.020327291377754554	progenitor
Wdfy1	0.017969304114135737	-0.04983332262171546	0.004144017156825731	0.009633496627344282	0.02619562071373695	-0.007652780277777472	progenitor
S100a6	-0.033632219514653554	0.029435315446054485	-0.022914126784164435	0.006984769590183249	0.003692436127789252	-0.020797371902565195	progenitor
Hmgb1	-0.03464367657304997	-0.028082846682978772	-0.007790109107142749	0.022954322898194175	-0.0030479742710163384	0.023967829517760074	progenitor
Rsad2	0.006415260935463286	0.053013360547385285	0.007284576002505685	0.019936503293584	0.02624675517492728	0.012434891566172144	progenitor
Nap1l3	0.03564245201889335	-0.02814345622986915	0.004431972606378042	0.014342923163487092	0.003565674283062915	-0.00253690274813184	progenitor
Gm10020	-0.030110747268518877	-0.005077057759063446	-0.044078851564168485	0.016312764319704045	-0.013984439541659411	-0.005577182742764394	progenitor
Arl4c	-0.03738172196641622	0.017169940162424527	0.02169030248106742	-0.003581546802076291	-0.002289610302861341	-0.008541630435093848	progenitor
Irf7	0.005275960251662558	0.02222406318120768	0.04824673482005315	-0.04551387231252123	-0.006981442885227676	-0.02102465494341246	progenitor
Cd160	0.034643068159282926	0.01786685613691734	0.028647985916357015	-0.007375982027500109	2.8804995457070456e-4	0.00488681167081771	progenitor
Ccl5	0.0314857307168221	0.003320772963883244	-0.0075430601186417	0.04650553080869325	-0.012325680848319222	-0.03664604254397052	progenitor
Ndufa1	-0.03779689349839104	-0.009983726770708034	0.020985576789140887	-0.005832723116952536	-0.0074769348388689354	-0.014703309886755831	progenitor
Isg20	-0.00523521628758287	0.030043215814743816	0.03560401654186246	-0.006163491098357921	-0.05367919353752872	-0.004827799731988119	progenitor
Ccr6	0.03341814458676282	-0.018008652451560508	-0.028274852566994656	0.014277174018991971	-0.006478014489901123	0.00840529757172438	progenitor
Cdk2ap1	-0.03762746652247099	-0.0014513933922103317	0.02062947477093443	-0.012260734373583219	0.008340142156135804	-0.008728249528234392	progenitor
Abhd2	-0.023445295487415085	-0.029307964352175146	0.015260801180673668	0.0429473809297795	-0.012343375743990574	0.01110845486831153	progenitor
Tagln2	-0.022406982566933104	0.034981690270428946	-0.03263894721773005	0.009895532244008007	0.019379513041295024	-0.03301163756845482	progenitor
Gm8186	-0.035371206654426654	-0.008941104568916258	-0.015458620000612329	0.012700094195163806	-0.028894812190081394	-0.004529202246734749	progenitor
Rpl31	-0.03839618068825148	0.009909625080057743	0.006529129514601302	0.015665728415523487	0.00618477494457899	0.002303626965969736	progenitor
Klrd1	0.00813297176171321	0.019342631069476725	0.06092565861963588	0.003471847747696186	0.00662588630864797	-0.0330050965980192	progenitor
Klrc2	0.022137692609984702	-0.03562583673808297	0.03478566912415732	-0.009457174970026997	-0.003922531480711549	-0.0013757315917852697	progenitor
Nrgn	0.03717712422970369	-0.004081916463495454	-0.023220800846035766	0.003581050570996834	0.003964086696249656	-0.019338926782573502	progenitor
Uqcr11	-0.033048757012339454	-0.012358781444306124	0.021946079331457896	0.01862978887328372	-0.024633307672600874	0.018419480427190323	progenitor
Ndufa3	-0.0372886897423323	-0.016829079889018866	0.01101722043932506	0.0019810879814056233	-0.004219845051608419	0.0014598147976878728	progenitor
Itgb7	-0.02027180231382498	0.04154975811133169	-0.025785659994028716	-0.010593258891818674	-0.007662880337283812	0.013404556460044039	progenitor
Gm10073	-0.034545831882790666	-0.01227185173989358	-0.02366061063807483	-0.010948161233704375	0.016403900188992127	0.02408827926162107	progenitor
Pde10a	0.03461381657531762	-0.01812163376982023	-0.015924874241952675	-0.01978139438383275	-8.054985766612915e-4	-0.005136943633045218	progenitor
Usmg5	-0.036445360477624006	1.4451087803247999e-4	0.021637393685339904	0.006432490828390395	0.012620569303134484	0.007808136529732522	progenitor
Emb	-0.015401722251105355	0.021105149776359244	-0.05386140497288028	-0.007402979110298314	0.010492062583806918	0.02356737454016911	progenitor
Gm20594	-0.021146745750025498	-0.03761775388752544	-0.031700359309537914	-0.0022601697153826162	-0.006156123785374652	0.010937401797553715	progenitor
Snhg6	-0.0253736386347294	-0.024134651788767187	0.037182319927789774	0.01715468286114063	0.007569385470427858	-0.01587020746124245	progenitor
Enpp2	0.030785899410693863	-0.011591891953660295	0.023566617151425374	0.03246999267975686	-0.00198894816500345	-0.004934521503291581	progenitor
Pdlim1	-0.025915497891113307	0.03437435759360947	-0.02068970687670514	0.007201117144108797	0.01698253882860105	0.007678040330173947	progenitor
Fasl	0.03581399193003911	-0.011121576819590275	-0.019105481387652293	0.008188485329548547	0.00831817512367429	0.003202879748874655	progenitor
Cd200r1	0.03291457428471929	-0.02811397096739997	-1.2024497826281306e-4	0.00549137955808898	-1.970571814601536e-4	-0.0025012515910394677	progenitor
Zfp36	-0.028358257287853118	-0.010137895353122314	-0.034244103141622496	-0.014803367700210512	-0.025283332844875037	-0.00511947122081561	progenitor
Bst2	-0.01078692323948932	0.025691631257601932	0.04814359243358675	-0.02259877901796159	-0.014600022546859829	0.013614321910251057	progenitor
Rpl23a	-0.025066517674630726	-0.011443774403677234	-0.04403016965266266	2.11200675048289e-5	0.018832161607233167	3.697524627511349e-4	progenitor
Txk	-0.013600007541138057	-0.04855746919048352	2.4371952512743992e-4	0.01089957791306188	-0.014454158094045853	-4.937064486710069e-4	progenitor
Eea1	0.036917817761400906	-0.009046985090713439	0.003787697062972518	-0.0068298015623472225	0.012839351034798004	0.009666770993656502	progenitor
Prkca	0.03384915746352279	-0.011920764204877803	-0.0035810550425608412	-0.02130616961119552	0.020375349876420184	0.027261092929474352	progenitor
Ahnak	-0.023329335875323914	0.007279485765918507	-0.04612701939287686	0.019807676034883887	0.005198303135134952	1.281044239980076e-4	progenitor
E130308A19Rik	0.024655534290083835	-0.03851584790990182	-0.001332934481156502	0.008603595763257576	-0.015618223449042274	-0.008195361089815082	progenitor
Tnfaip3	0.023631362998377464	-0.038410032390766416	0.016972877318202812	-0.00436013758176939	0.002363327970690432	-0.013123088837592119	progenitor
Lgals3	4.111915661949171e-4	0.024055439042473394	-0.050771050080115315	0.019232574371257576	-0.019734096753840476	0.027788239197853084	progenitor
Ptpn11	0.028559969834887483	-0.02088458345962601	0.012300823105024374	-0.018203350771280918	0.030863761189075852	0.010392342269780442	progenitor
Gpr18	-0.02604243673494884	0.03054321767961793	0.02171828923928203	0.009587252348483462	0.015515015045143363	0.008344937043165935	progenitor
1700019D03Rik	0.02722743715902915	-0.007764659305796576	0.010883641573694895	-0.04393291782139284	-0.01427336578398718	-0.012256123121458273	progenitor
Sh2d2a	0.024522392414920238	-0.009065840129064862	0.044506712509341476	0.0051826434759285845	0.013733725530984987	-0.012065801723259498	progenitor
Nfil3	0.03601867262241458	-0.010368850358871116	0.00451066303175517	0.010336752278220404	-0.003347835771271983	-0.013697822689216549	progenitor
Fos	-0.0013185104419331634	-0.021671908002958783	-0.055251394948629705	-0.008102476927968094	0.011979790112550612	-0.02367734336689633	progenitor
Aicda	0.03120875121261724	-0.018765716295188726	-0.022455452911422553	-0.009922391440226276	-0.0104009504524669	-0.008081080563098699	progenitor
Sh2d1a	0.033748446440521565	0.01411530585810219	0.01913129235899765	0.005654463963570989	0.0035284574839577016	-0.012468153871464435	progenitor
Tiam1	0.03373779653563259	-0.013436383766194366	-0.015506211575257762	-0.01170793910386425	-0.01015022351660258	7.342780946825762e-4	progenitor
Arl5c	4.7995423275187e-4	6.132460275588724e-4	0.046121488561047363	0.044652263360910875	0.01423279184224071	0.01780078275886073	progenitor
Ms4a4c	4.3466313180359745e-5	0.024864186203870937	0.04120782256733816	-0.03669443314449239	0.016049867295124396	-0.009189155519132172	progenitor
Usp3	-0.027704251703110562	0.0035136617267950095	0.003340294601990768	-0.042000734238673766	-0.016634149874921293	-0.00936047461200126	progenitor
Amica1	-0.02988673265989843	0.016263335623220923	0.0034141639957355843	0.031918016669497125	-4.4097951209759266e-4	-0.009877221384230295	progenitor
Itgb1	-0.03290464470933512	-0.0026853282009058938	-0.020409354718229692	-0.007630654189419638	0.016467145730263567	0.012895401171793299	progenitor
Pisd	-0.02607399874874429	-0.00991680672472438	0.02103061377713051	-0.02263160560294645	-0.03415599441972744	0.01837034596023205	progenitor
Tnfrsf9	0.026118610321270542	-0.009007787879269516	0.03967423486330772	-0.004026910484151333	-0.009610851855804625	-0.0010944249995823755	progenitor
Rps8	-0.036039516197890316	3.202717026200599e-4	0.005554946462554424	0.0017599599469401588	0.002956382461840494	0.013306069734367843	progenitor
Platr17	-0.01814878600980515	0.015945017663996773	0.020106801307004415	-0.03425361159850874	-0.039318415977304275	0.01325002634725811	progenitor
Wbp1	0.032543027899262326	-0.004558839762242398	0.01538891539754968	0.00339639269521309	-0.024584546513580104	0.003737473688732444	progenitor
Sec14l1	0.03195724528761325	-0.019293683211283132	-0.004986092686485844	-0.009916097256728394	0.015026996649220322	-0.0016730518256964245	progenitor
Ptk2b	0.022527201292243004	-0.023659231164486174	0.027219216358454063	0.022562897597905897	-0.02015746291958693	-0.0019391438309863018	progenitor
Pkp3	0.007934651301195255	0.04744922058087387	-0.009591444460706868	-0.012401778592395442	-0.007017148192046238	-0.011025602755556302	progenitor
Dus2	0.027642656352745393	-0.01585941449071194	0.015237473821463978	-0.0021395703252674292	-0.03629283433305727	-0.01880728587992417	progenitor
St6galnac3	0.02217406287879509	-0.024044885342292783	0.03150724307920588	-0.011910657460945226	0.020720184800612135	-9.950456322815578e-4	progenitor
Toporsos	-0.02841995781637321	-0.027222984481888705	0.01320045234409513	0.010811959890386703	0.0035758071595222026	-0.004915165008265804	progenitor
Stk39	0.018831317361929164	-0.02912584912200753	0.031153301644258367	-0.0171487575180868	-0.016295918211842824	-0.006562572554244169	progenitor
Nfkbiz	0.01624074898663953	-0.03570565847768157	-0.004411582566917573	0.030321332057365754	-0.017874227949132116	-0.008251915468045922	progenitor
Grcc10	-0.019853975181741042	-0.03354816643298529	-0.025792661020540838	0.011970844449447954	5.284971567265695e-4	0.016976927041098294	progenitor
Prdx2	0.02440761908899939	0.032219324356788225	-0.004324482161086262	-0.008542861424947203	0.018395744162136143	0.011210417295988892	progenitor
Sostdc1	0.03289459934076188	-0.002193238813862773	0.005378987361754593	-0.00455766815869436	-0.021898268753434032	-0.0017079098542194969	progenitor
Ifi44	-0.017278995381139035	0.009899598845752306	-8.945409591538074e-4	-0.01800862409965497	-0.05609333995400723	-0.01649686190810634	progenitor
Sft2d2	0.01936462455637229	-0.027188569111520674	0.029051020964052446	0.01977216972176059	0.012751315733082295	-0.0014963017773006039	progenitor
Mxd4	0.028872840118950638	-0.011674796619018536	0.018961714293503695	-0.024115633676366995	0.003384251892465687	0.004503563036718045	progenitor
Zfp36l2	-0.008822248807540048	-0.03935238625948061	0.009521691375319687	0.03213236562913779	-0.005409014140353945	0.021765245885087058	progenitor
Clec2d	-0.031945171953980896	-0.007773618893481195	-0.0079584625468033	0.019592679596853003	0.004820182960646216	0.0013810242736133815	progenitor
Gm42418	-0.017611951713174798	-0.03481335718063743	0.02551321708706979	0.00954292726868941	-9.03950462651241e-5	1.8565677244480397e-4	progenitor
Scyl2	0.027713389257438974	-0.02687647453405841	0.009016730841710063	0.0032659656186542186	-0.008654425749305627	-0.0021189890968979393	progenitor
Pkp4	0.018954334918613515	-0.03462941246506659	0.022448771932660098	0.003130878559520527	0.011319909259446167	-0.0015090462134791024	progenitor
Eps8l1	-0.0274884842420376	-0.02559308254450299	-0.0076535920597828044	-0.015061456784875573	-0.006687779706033888	8.077483867065733e-4	progenitor
Gem	0.027825888989321514	-0.0050338682871293675	-0.023453304238041178	0.02610569554044133	-0.005552677495239766	-0.0026529883173176372	progenitor
